datasetTitle,datasetKey,type,hostingOrganization,hostingOrganizationKey,publishingOrganization,publishingOrganizationKey,publishingCountry,country_name
Global Register of Introduced and Invasive Species- Nauru,f83db6d8-9849-4554-9d78-375bce27660f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Nauru
"Global Register of Introduced and Invasive Species -  Rapa Nui (Isla de Pascua, Easter Island)",ae521be6-8809-4e17-8614-212f076b7924,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Rapa Nui (Isla de Pascua, Easter Island)"
"Global Register of Introduced and Invasive Species - Juan Fernandez Islands, Chile",bbab5788-88ba-4eb7-b7f9-3e103303d5bb,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Juan Fernandez Islands, Chile"
"Global Register of Introduced and Invasive Species - Cayman Brac, Cayman Islands",d598d466-3227-4bc5-81cf-538f21e4cc6d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Cayman Brac, Cayman Islands"
"Global Register of Introduced and Invasive Species - Little Cayman, Cayman Islands",65c98ad9-e7d2-4fcf-b7d0-2908030833ce,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Little Cayman, Cayman Islands"
"Global Register of Introduced and Invasive Species - Grand Cayman, Cayman Islands",34611cd2-6c04-4525-92f3-ee550221f916,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Grand Cayman, Cayman Islands"
Global Register of Introduced and Invasive Species - Cayman Islands,75f7af83-958b-47f6-b7f9-9b6dde7b43de,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cayman Islands
Global Register of Introduced and Invasive Species - Faroe Islands,97ee2123-27de-4a95-9e6f-ea1f57c7c115,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Faroe Islands
Global Register of Introduced and Invasive Species - Wallis and Futuna,0103d6f8-1f34-4f5d-a456-93dbcfe9f615,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Wallis and Futuna
"Global Register of Introduced and Invasive Species - French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF), France",f998e11b-5074-464e-84ba-a8bdc9556472,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"French Southern and Antarctic Lands Terres australes et antarctiques françaises (TAAF), France"
Global Register of Introduced and Invasive Species - Saint Barthelemy,a368d019-028c-4f87-adcf-90771fd666f9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Saint Barthelemy
"Global Register of Introduced and Invasive Species - Mayotte, France",e8f7df4a-7e6f-472a-9b76-a3feabe4c182,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Mayotte, France"
"Global Register of Introduced and Invasive Species - Azores, Portugal",e69281bf-debf-4443-812f-3fb130673273,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Azores, Portugal"
"Global Register of Introduced and Invasive Species - Fuerteventura, Islas Canarias, Spain",e17feadc-fd09-4736-b827-4b677318f167,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Fuerteventura, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - Lanzarote, Islas Canarias, Spain",a9df0f79-9e6d-4062-a303-d764d7424ad0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Lanzarote, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - El Hierro, Islas Canarias, Spain",0596023f-dc69-45d4-b300-b7c08f1ebf93,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"El Hierro, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - Madeira, Portugal",7c822f4a-3eb7-4956-af71-052a2c0167bc,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Madeira, Portugal"
"Global Register of Introduced and Invasive Species - La Gomera, Islas Canarias, Spain",d7193913-6b9e-4e8e-b81a-6f150442842e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"La Gomera, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - La Palma, Islas Canarias, Spain",f8c3eca8-349d-4e4c-9374-af8177cc1901,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"La Palma, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - Gran Canaria, Islas Canarias, Spain",45760a8e-818e-4fe9-9537-c069500b09ea,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Gran Canaria, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - Tenerife, Islas Canarias, Spain",aaa48ec4-fd8c-466c-ae23-6cf72184ddb0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Tenerife, Islas Canarias, Spain"
"Global Register of Introduced and Invasive Species - New Caledonia, France",e8f1f791-d6fd-4ae7-aa49-3cc95a2d60a4,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"New Caledonia, France"
"Global Register of Introduced and Invasive Species - Chuuk, Federated States of Micronesia",11891f2f-3cd7-4d13-a340-8041295af072,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Chuuk, Federated States of Micronesia"
"Global Register of Introduced and Invasive Species - Pohnpei, Federated States of Micronesia",09d0256f-a986-4fee-9252-819ff12069e1,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Pohnpei, Federated States of Micronesia"
"Global Register of Introduced and Invasive Species - Kosrae, Federated States of Micronesia",3c188f76-6053-4747-b6e6-45484f112a20,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Kosrae, Federated States of Micronesia"
Global Register of Introduced and Invasive Species - Anguilla,0cc3426f-dc3c-4de2-996c-87167ebaea9e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Anguilla
Global Register of Introduced and Invasive Species - Pitcairn Islands- Great Britain,e91a6451-c247-4bf6-a6de-d53ce0b30852,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Great Britain
"Global Register of Introduced and Invasive Species - Yap, Federated States of Micronesia",4d57dd28-77f1-46c9-8054-2c92329eefbe,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Yap, Federated States of Micronesia"
Global Register of Introduced and Invasive Species - Aruba,40b6dcac-cd25-4d2b-bf00-36bc9314ab9a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Aruba
"Global Register of Introduced and Invasive Species - Soqotra, Yemen",29d2d5a6-db22-4abd-b784-9ab2f9757c3c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Soqotra, Yemen"
Global Register of Introduced and Invasive Species- Cook Islands,85183816-d5ea-460c-81fa-e934ceacae10,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Cook Islands
"Global Register of Introduced and Invasive Species - Saba, Bonaire, Sint Eustatius and Saba",513952e5-a510-4a71-85b2-bc5581c93b47,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Saba, Bonaire, Sint Eustatius and Saba"
"Global Register of Introduced and Invasive Species - Curacao, Netherlands",cf8d9d81-cc6e-4fd3-b285-1cd7c5883fa2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Curacao, Netherlands"
"Global Register of Introduced and Invasive Species - Sint Eustatius, Bonaire, Sint Eustatius and Saba",ac1cd9af-3b82-42f7-9e65-ba3afa74404c,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Sint Eustatius, Bonaire, Sint Eustatius and Saba"
"Global Register of Introduced and Invasive Species - Bonaire, Bonaire, Sint Eustatius and Saba",dce81df5-39dc-4464-8c5b-ff85d287f810,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Bonaire, Bonaire, Sint Eustatius and Saba"
"Global Register of Introduced and Invasive Species - Sint Maarten, Netherlands",f63d54f6-aa33-4bfe-88a3-c685067b8997,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Sint Maarten, Netherlands"
"Global Register of Introduced and Invasive Species - Galápagos Islands, Ecuador",2a25bba9-eb59-461e-b458-a4a609b5154e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Galápagos Islands, Ecuador"
Global Register of Introduced and Invasive Species - Belgium,6d9e952f-948c-4483-9807-575348147c7e,CHECKLIST,Research Institute for Nature and Forest (INBO),1cd669d0-80ea-11de-a9d0-f1765f95f18b,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Belgium
"Global Register of Introduced and Invasive Species - Alaska, United States (ver.2.0, 2022)",7b091962-fdb2-49eb-9bfb-7d66561f1a8a,CHECKLIST,United States Geological Survey,c3ad790a-d426-4ac1-8e32-da61f81f0117,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Alaska, United States (ver.2.0, 2022)"
"Global Register of Introduced and Invasive Species - Hawaii, United States (ver.2.0, 2022)",6baf6a53-c106-40fb-bbde-f6d4e4051513,CHECKLIST,United States Geological Survey,c3ad790a-d426-4ac1-8e32-da61f81f0117,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"Hawaii, United States (ver.2.0, 2022)"
"Global Register of Introduced and Invasive Species - United States (Contiguous) (ver.2.0, 2022)",32ad19ed-6b89-447a-9242-795c0897f345,CHECKLIST,United States Geological Survey,c3ad790a-d426-4ac1-8e32-da61f81f0117,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,"United States (Contiguous) (ver.2.0, 2022)"
Global Invasive Species Database,b351a324-77c4-41c9-a909-f30f77268bc4,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Global Invasive Species Database
"Global Register of Introduced and Invasive Species - Protected areas, Tonga",bc3c1a1c-ff40-4e99-8497-1ed2f533dfa9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tonga
"Protected Areas - Global Register of Introduced and Invasive Species - Lake Nabugabo Wetland System, Uganda",1851e711-0c00-41a2-855b-ba2706142916,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Serengeti - Ngorongoro Biosphere Reserve, Tanzania",2609b618-44d9-41d1-bdd8-67a3afa5ce85,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tanzania
"Protected Areas - Global Register of Introduced and Invasive Species - Lake Mburo, Uganda",6c7fc6bb-5eb5-4a21-83a1-5a89d7f10fa4,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Nyanga National Park, Zimbabwe",0098c7d7-4c7c-4625-899c-5aaaf926bab3,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Zimbabwe
"Protected Areas - Global Register of Introduced and Invasive Species - Mlawula Nature Reserve, Eswatini",33525ff8-efc3-49f5-9e44-f2ac95e0eaee,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Eswatini
"Protected Areas - Global Register of Introduced and Invasive Species - Chimanimani National Park, Zimbabwe",4e506280-f1a3-44ed-b489-971f659e8c5d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Zimbabwe
"Protected Areas - Global Register of Introduced and Invasive Species - Hawane Nature Reserve and Dam, Eswatini",25b52707-92df-4a00-8b2b-24c8f96f35eb,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Eswatini
"Protected Areas - Global Register of Introduced and Invasive Species - Matenga Nature Reserve, Eswatini",0b948041-1626-4506-bec2-fc12561c928f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Eswatini
"Protected Areas - Global Register of Introduced and Invasive Species - Malalotja Nature Reserve, Eswatini",3cc04d95-f56f-4d0d-a223-8887d65e9e0d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Eswatini
"Protected Areas - Global Register of Introduced and Invasive Species - Dongonab Bay - Marsa Waiai, Sudan",ec90a549-ac58-47d6-8345-4784126ab561,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Sudan
"Protected Areas - Global Register of Introduced and Invasive Species - Lutembe Bay Wetland System, Uganda",b033132a-c69e-4628-8438-4d3c072a3647,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Bazaruto National Park, Mozambique",fc2987bc-1113-4b61-a72f-af456b4f4e05,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Mozambique
"Protected Areas - Global Register of Introduced and Invasive Species - Mabamba Bay Wetland System, Uganda",b20a10b2-1bd1-46ac-9e11-bff2a3dbd459,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Mount Elgon, Uganda",cc870bee-cd7b-4baa-b22d-2d2f711be673,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Recif Special Reserve, Seychelles",27de15ce-fb75-4c90-a94a-18e25bfeb7b2,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Murchison Falls National Park, Uganda",82f5f148-c285-4728-a49b-91d5008b79b1,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Wilderness Lakes, South Africa",bf5546c9-f4ef-4fbc-9c4f-19dde34151e6,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - Port Launay Wetland, Seychelles",1ed177f4-763e-40df-bb98-0a4b9b201b3a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Cosmoledo, Seychelles",b66025a9-62a3-4007-a72d-784b48f1e4c0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Desnoeufs Island, Seychelles",d84874bf-1ab8-4131-8d3a-03024a307bfb,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Praslin National Park, Seychelles",e1fbba65-5710-4cbf-aebe-8a5b36f0da8f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Richtersveld National Park, South Africa",0537763e-a1ad-492d-8d33-673fc65df39a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - Namaqua National Park, South Africa",3d11efec-a6ea-4b7d-b76f-892861adf0ce,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - D'Arros island, Seychelles",e68ef5f3-da17-4988-b16d-d5dd6e856d19,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Cousine Island, Seychelles",1ff73ce6-5596-4ea3-a5b8-67d83ba3a212,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Ngorongoro Conservation Area, Tanzania",fa7b622a-8285-4b31-9872-85ecbf401af6,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tanzania
"Protected Areas - Global Register of Introduced and Invasive Species - Serengeti National Park, Tanzania",a4a599c5-6eaf-4628-857f-121a09355435,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tanzania
"Protected Areas - Global Register of Introduced and Invasive Species - Queen Elizabeth National Park, Uganda",7ee3e90b-10f7-4991-9ca1-887110557722,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Uganda
"Protected Areas - Global Register of Introduced and Invasive Species - Tanganyika, Zambia",42ab22ae-168d-4fe3-be32-145f94d8ca2a,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Zambia
"Protected Areas - Global Register of Introduced and Invasive Species - Kalahari Gemsbok National Park, South Africa",df467958-bf14-4af9-bdaa-16ae8d3f92b0,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - Aride Special Reserve, Seychelles",fba2b007-ee6a-48e9-a10a-19e1be069f63,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Karoo National Park, South Africa",f5015bc0-b466-4f0e-ad00-16b59f156471,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - Cousin Special Reserve, Seychelles",d8a89951-5d60-4c9a-b6ab-8a635d030d3f,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Amani Forest Nature Reserve, Tanzania",2b6f79eb-dddb-40b7-9abb-884919ffb2ad,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Tanzania
"Protected Areas - Global Register of Introduced and Invasive Species - Conception, Seychelles",4a101e70-9287-400b-b824-d4126bfd1c4d,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - Silhouette National Park, Seychelles",7456cb01-872f-4115-87df-2005f9c2a3c5,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
"Protected Areas - Global Register of Introduced and Invasive Species - West Coast National Park, South Africa",fb5dcf39-925c-4f32-96f1-1efa24f30ce9,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - Marakele National Park, South Africa",4b9f7491-909b-458f-9944-dc84b42a855b,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,South Africa
"Protected Areas - Global Register of Introduced and Invasive Species - Frégate island, Seychelles",85fe6849-1843-41cd-8bf0-4d170b58795e,CHECKLIST,GBIF Secretariat,fbca90e3-8aed-48b1-84e3-369afbd000ce,Invasive Species Specialist Group ISSG,cdef28b1-db4e-4c58-aa71-3c5238c2d0b5,IT,Seychelles
