"","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data._validation_status","tree_data.Data_type","tree_data.LittleTreesPresent","tree_data.Note111","tree_data.Notes21","tree_data.Number_of_trees","tree_data.Resampling2","tree_data.Species","tree_data.Tree_type","tree_data.plot_type","tree_data.Additional_Photos_Optional3","tree_data.Centroid_of_3m_x_3m_Subplot2","tree_data.Centroid_of_3m_x_3m_Subplot2_altitude","tree_data.Centroid_of_3m_x_3m_Subplot2_latitude","tree_data.Centroid_of_3m_x_3m_Subplot2_longitude","tree_data.Centroid_of_3m_x_3m_Subplot2_precision","tree_data.Centroid_of_3m_x_3m_Subplot2_wkt","tree_data.Description_of_subpl_ithin_30m_x_30m_plot2","tree_data.Note22","tree_data.Notes17","tree_data.File","tree_data.Note_Tiny","tree_data.Note2","tree_data.Note4","tree_data.Notes5","tree_data.Note24","tree_data.Notes14","tree_data.Photos4","tree_data.Note35","tree_data.TinyTrees","tree_data.Additional_Photos_Optional1","tree_data.Centroid_of_3m_x_3m_Subplot1","tree_data.Centroid_of_3m_x_3m_Subplot1_altitude","tree_data.Centroid_of_3m_x_3m_Subplot1_latitude","tree_data.Centroid_of_3m_x_3m_Subplot1_longitude","tree_data.Centroid_of_3m_x_3m_Subplot1_precision","tree_data.Centroid_of_3m_x_3m_Subplot1_wkt","tree_data.Description_of_subpl_ithin_30m_x_30m_plot1","tree_data.Note21","tree_data.Notes11","tree_data.Note3"
"10046",2156,1624,"main",NA,"PlantedTrees3",NA,NA,NA,110,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10047",2157,1625,"main",NA,"PlantedTrees3",NA,NA,NA,36,NA,"Trema orientalis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10048",2158,1625,"main",NA,"PlantedTrees3",NA,NA,NA,170,NA,"Harungana madagascarinesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10049",2159,1625,"main",NA,"PlantedTrees3",NA,NA,NA,10,NA,"Intsia bijuga","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10050",2160,1625,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10051",2161,1626,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10052",2162,1627,"main",NA,"PlantedTrees3",NA,NA,NA,6,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10053",2163,1629,"main",NA,"PlantedTrees3",NA,NA,NA,10,NA,"Licthi","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10054",2164,1629,"main",NA,"PlantedTrees3",NA,NA,NA,15,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10055",2165,1631,"main",NA,"PlantedTrees3",NA,NA,NA,3,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10056",2166,1631,"main",NA,"PlantedTrees3",NA,NA,NA,6,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10057",2167,1631,"main",NA,"PlantedTrees3",NA,NA,NA,4,NA,"Litchi Chinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10058",2168,1633,"main",NA,"PlantedTrees3",NA,NA,NA,8,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10059",2169,1633,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Harungana madagascarinesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10060",2170,1635,"main",NA,"PlantedTrees3",NA,NA,NA,125,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10061",2171,1635,"main",NA,"PlantedTrees3",NA,NA,NA,95,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10062",2172,1636,"main",NA,"PlantedTrees3",NA,NA,NA,8,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10063",2173,1637,"main",NA,"PlantedTrees3",NA,NA,NA,120,NA,"Intsia bijunga","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10064",2174,1637,"main",NA,"PlantedTrees3",NA,NA,NA,106,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10065",2175,1639,"main",NA,"PlantedTrees3",NA,NA,NA,112,NA,"Intsia bijunga","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10066",2176,1639,"main",NA,"PlantedTrees3",NA,NA,NA,100,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10067",2177,1641,"main",NA,"PlantedTrees3",NA,NA,NA,15,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10068",2178,1641,"main",NA,"PlantedTrees3",NA,NA,NA,20,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10069",2179,1642,"main",NA,"PlantedTrees3",NA,NA,NA,14,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10070",2180,1642,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Litchi Chinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10071",2181,1643,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Mangufera indica","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10072",2182,1643,"main",NA,"PlantedTrees3",NA,NA,NA,10,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10073",2183,1643,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Intsia bijunga","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10074",2184,1644,"main",NA,"PlantedTrees3",NA,NA,NA,3,NA,"Nuxia capitata","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10075",2185,1645,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10076",2186,1646,"main",NA,"PlantedTrees3",NA,NA,NA,110,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10077",2187,1646,"main",NA,"PlantedTrees3",NA,NA,NA,100,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10078",2188,1647,"main",NA,"PlantedTrees3",NA,NA,NA,95,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10079",2189,1647,"main",NA,"PlantedTrees3",NA,NA,NA,100,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10080",2190,1648,"main",NA,"PlantedTrees3",NA,NA,NA,4,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10081",2191,1648,"main",NA,"PlantedTrees3",NA,NA,NA,30,NA,"Trema orientalis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10082",2192,1648,"main",NA,"PlantedTrees3",NA,NA,NA,131,NA,"Harungana madagascarinesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10083",2193,1649,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10084",2194,1649,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10085",2195,1650,"main",NA,"PlantedTrees3",NA,NA,NA,110,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10086",2196,1650,"main",NA,"PlantedTrees3",NA,NA,NA,37,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10087",2197,1651,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10088",2198,1651,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10089",2199,1652,"main",NA,"PlantedTrees3",NA,NA,NA,98,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10090",2200,1652,"main",NA,"PlantedTrees3",NA,NA,NA,42,NA,"Trema orientalis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10091",2201,1652,"main",NA,"PlantedTrees3",NA,NA,NA,50,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10092",2202,1653,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10093",2203,1654,"main",NA,"PlantedTrees3",NA,NA,NA,88,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10094",2204,1654,"main",NA,"PlantedTrees3",NA,NA,NA,52,NA,"Trema orientalis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10095",2205,1654,"main",NA,"PlantedTrees3",NA,NA,NA,60,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10096",2206,1655,"main",NA,"PlantedTrees3",NA,NA,NA,6,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10097",2207,1656,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10098",2208,1657,"main",NA,"PlantedTrees3",NA,NA,NA,6,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10099",2209,1658,"main",NA,"PlantedTrees3",NA,NA,NA,5,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10100",2210,1659,"main",NA,"PlantedTrees3",NA,NA,NA,10,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10101",2211,1659,"main",NA,"PlantedTrees3",NA,NA,NA,30,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10102",2212,1660,"main",NA,"PlantedTrees3",NA,NA,NA,10,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10103",2213,1660,"main",NA,"PlantedTrees3",NA,NA,NA,165,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10104",2214,1662,"main",NA,"PlantedTrees3",NA,NA,NA,5,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10105",2215,1662,"main",NA,"PlantedTrees3",NA,NA,NA,170,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10106",2216,1663,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Syzyguim armoticum","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10107",2217,1664,"main",NA,"PlantedTrees3",NA,NA,NA,10,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10108",2218,1664,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10109",2219,1665,"main",NA,"PlantedTrees3",NA,NA,NA,3,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10110",2220,1666,"main",NA,"PlantedTrees3",NA,NA,NA,105,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10111",2221,1666,"main",NA,"PlantedTrees3",NA,NA,NA,55,NA,"Intsia bijunga","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10112",2222,1666,"main",NA,"PlantedTrees3",NA,NA,NA,105,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10113",2223,1666,"main",NA,"PlantedTrees3",NA,NA,NA,30,NA,"Trema orientalis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10114",2224,1667,"main",NA,"PlantedTrees3",NA,NA,NA,205,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10115",2225,1667,"main",NA,"PlantedTrees3",NA,NA,NA,65,NA,"Harungana Madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10116",2226,1668,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10117",2227,1669,"main",NA,"PlantedTrees3",NA,NA,NA,3,NA,"Coffea robista","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10118",2228,1670,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10119",2229,1671,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10120",2230,1672,"main",NA,"PlantedTrees3",NA,NA,NA,1,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10121",2231,1673,"main",NA,"PlantedTrees3",NA,NA,NA,4,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10122",2232,1674,"main",NA,"PlantedTrees3",NA,NA,NA,5,NA,"Coffea robusta","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10123",2233,1675,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Harungana madagascarnesis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10124",2234,1676,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Litchi chinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10125",2235,1677,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10126",2236,1678,"main",NA,"PlantedTrees3",NA,NA,NA,4,NA,"Citrus sinensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10127",2237,1679,"main",NA,"PlantedTrees3",NA,NA,NA,5,NA,"Syzyguim armoticum","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10128",2238,1680,"main",NA,"PlantedTrees3",NA,NA,NA,175,NA,"Harungana madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10129",2239,1681,"main",NA,"PlantedTrees3",NA,NA,NA,46,NA,"Dracaena reflexa","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10130",2240,1681,"main",NA,"PlantedTrees3",NA,NA,NA,51,NA,"Harungana madagascariensis","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10131",2241,1681,"main",NA,"PlantedTrees3",NA,NA,NA,209,NA,"Trachylobum verrucosum","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10132",2242,1681,"main",NA,"PlantedTrees3",NA,NA,NA,2,NA,"Hintsia bijuga","NA","30x30m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
