"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe"
"Acer rubrum","planted",1,"<10cm planted","2007","CI23-5","USA","Green Forests Work","Restoration","Restoration","3x3",1138,2241,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","3m by 3m","Y0"
"Platanus occidentalis","planted",1,"<10cm planted","2007","CI23-6","USA","Green Forests Work","Restoration","Restoration","3x3",1141,2242,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","3m by 3m","Y0"
"Pinus virginiana","planted",1,"<10cm planted","2007","CI23-6","USA","Green Forests Work","Restoration","Restoration","3x3",1142,2242,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","3m by 3m","Y0"
"Prunus serotina","planted",2,"<10cm planted","2007","CI23_P22","USA","Green Forests Work","Restoration","Restoration","3x3",1145,2258,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2 m x 2m","Y0"
"Liriodendron tulipifera","planted",1,"<10cm planted","2007","CI23_P22","USA","Green Forests Work","Restoration","Restoration","3x3",1147,2258,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2 m x 2m","Y0"
"Quercus alb","planted",1,"<10cm planted","2007","CI23_P23","USA","Green Forests Work","Restoration","Restoration","3x3",1149,2259,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2m by 2m","Y0"
"Pinus strobus","planted",1,"<10cm planted","2007","CI23_P24","USA","Green Forests Work","Restoration","Restoration","3x3",1150,2260,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2m by 2 m","Y0"
"Corylus americana","planted",2,"<10cm planted","2007","CI23_P25","USA","Green Forests Work","Restoration","Restoration","3x3",1151,2261,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2m by 2m","Y0"
"Corylus americana","planted",1,"<10cm planted","2007","CL23_P26","USA","Green Forests Work","Restoration","Restoration","3x3",1154,2262,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2m by 2m","Y0"
"Corylus americanus","planted",1,"<10cm planted","2007","CI23_P27","USA","Green Forests Work","Restoration","Restoration","3x3",1156,2263,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2m by 2m","Y0"
"Quercus alba","planted",1,"<10cm planted","2007","CI23_P27","USA","Green Forests Work","Restoration","Restoration","3x3",1157,2263,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2m by 2m","Y0"
"Cacao","planted",2,"<10cm planted","1419","1419","Mexico","CUCOS","Restoration","Restoration","3x3",1158,2264,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x5","Y0"
"Caco","planted",2,"<10cm planted","1601","1601","Mexico","CUCOS","Restoration","Restoration","3x3",1162,2269,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Cacao","planted",2,"<10cm planted","1596
","1596
","Mexico","CUCOS","Restoration","Restoration","3x3",1238,2359,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Cacao","planted",2,"<10cm planted","1597","1597","Mexico","CUCOS","Restoration","Restoration","3x3",1240,2360,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"cafeto","planted",1,"<10cm planted","1437","1437","Mexico","CUCOS","Restoration","Restoration","3x3",1247,2366,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","5x5","Y0"
"café","planted",4,"<10cm planted","1448","1448","Mexico","CUCOS","Restoration","Restoration","3x3",1249,2368,"main","Nested_3x3_within_30x30_2",NA,"Randomized","0","0","3x3","Y0"
NA,"planted",1,"<10cm planted","1445","1445","Mexico","CUCOS","Restoration","Restoration","3x3",1251,2371,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","3.5x3.5","Y0"
"café","planted",1,"<10cm planted","1438","1438","Mexico","CUCOS","Restoration","Restoration","3x3",1253,2372,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","2x2","Y0"
"Cafe","planted",2,"<10cm planted","1509","1509","Mexico","CUCOS","Restoration","Restoration","3x3",1328,2453,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Cacao","planted",2,"<10cm planted","1487","1487","Mexico","CUCOS","Restoration","Restoration","3x3",1331,2455,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x3","Y0"
"Cacao","planted",2,"<10cm planted","1606","1606","Mexico","CUCOS","Restoration","Restoration","3x3",1337,2460,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Swietenia macrophylla","planted",1,"<10cm planted","S03","P587","Guatemala","Fedecovera","Restoration","Restoration","3x3",1385,2505,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5m","Y0"
NA,"planted",0,"<10cm planted","S03","P595","Guatemala","Fedecovera","Restoration","Restoration","3x3",1386,2506,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5m","Y0"
"Swietenia macrophylla","planted",1,"<10cm planted","S03","P575","Guatemala","Fedecovera","Restoration","Restoration","3x3",1388,2507,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5m","Y0"
"Swietenia macrophylla","planted",1,"<10cm planted","S03","P546","Guatemala","Fedecovera","Restoration","Restoration","3x3",1394,2514,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5m","Y0"
"Cedrela odorata","planted",1,"<10cm planted","S01","P493","Guatemala","Fedecovera","Restoration","Restoration","3x3",1399,2520,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5m","Y0"
NA,"planted",0,"<10cm planted","S01","P491","Guatemala","Fedecovera","Restoration","Restoration","3x3",1400,2521,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5","Y0"
"Swietenia macrophylla","planted",1,"<10cm planted","S01","P489","Guatemala","Fedecovera","Restoration","Restoration","3x3",1402,2523,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5x5m","Y0"
"Cedrela odorata","planted",1,"<10cm planted","S14","P543","Guatemala","Fedecovera","Restoration","Restoration","3x3",1409,2530,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","5*5","Y0"
"Cedrela odorata","planted",1,"<10cm planted","S01","P503","Guatemala","Fedecovera","Restoration","Restoration","3x3",1425,2546,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","5*5","Y0"
"Swietenia macrophylla","planted",1,"<10cm planted","S01","P484","Guatemala","Fedecovera","Restoration","Restoration","3x3",1429,2550,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","5*5","Y0"
"Pinus maximinoii","planted",1,"<10cm planted","S01","P401","Guatemala","Fedecovera","Restoration","Restoration","3x3",1438,2559,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","5*5","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1522","1522-1","Mexico","UCIRI","Restoration","Restoration","3x3",1446,2567,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1521","1521-1","Mexico","UCIRI","Restoration","Restoration","3x3",1448,2568,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Tabebuia rosea","planted",2,"<10cm planted","1544","1544-1","Mexico","UCIRI","Restoration","Restoration","3x3",1457,2573,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 6m × 4 m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1547-1","1547-1","Mexico","UCIRI","Restoration","Restoration","3x3",1459,2574,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1558","1558-1","Mexico","UCIRI","Restoration","Restoration","3x3",1465,2579,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 4m × 4m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1552","1552-1","Mexico","UCIRI","Restoration","Restoration","3x3",1469,2581,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1569-1","1569-1","Mexico","UCIRI","Restoration","Restoration","3x3",1473,2583,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Coffea arabica","planted",2,"<10cm planted","1569-1","1569-1","Mexico","UCIRI","Restoration","Restoration","3x3",1474,2583,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1569-1","1569-1","Mexico","UCIRI","Restoration","Restoration","3x3",1475,2584,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Coffea arabica","planted",3,"<10cm planted","1569-1","1569-1","Mexico","UCIRI","Restoration","Restoration","3x3",1477,2584,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Cafe","planted",2,"<10cm planted","1472","1472","Mexico","CUCOS","Restoration","Restoration","3x3",1580,2668,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Caco","planted",1,"<10cm planted","1470","1470","Mexico","CUCOS","Restoration","Restoration","3x3",1581,2669,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Cacao","planted",1,"<10cm planted","1469","1469","Mexico","CUCOS","Restoration","Restoration","3x3",1583,2670,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Pinus maximinoi","planted",1,"<10cm planted","S11","P641","Guatemala","Fedecovera","Restoration","Restoration","3x3",1639,2791,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","3x3m","Y0"
"Pinus maximinoi","planted",1,"<10cm planted","S11","P647","Guatemala","Fedecovera","Restoration","Restoration","3x3",1640,2792,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","3x3m","Y0"
"Pinus maximinoii","planted",1,"<10cm planted","S11","P692","Guatemala","Fedecovera","Restoration","Restoration","3x3",1649,2802,"main","Nested_3x3_within_30x30_2",NA,"Permanent","2","0","5*5","Y0"
"Pinus maximinoii","planted",1,"<10cm planted","S11","P690","Guatemala","Fedecovera","Restoration","Restoration","3x3",1650,2803,"main","Nested_3x3_within_30x30_2",NA,"Permanent","2","0","5*5","Y0"
"Pinus maximinoii","planted",2,"<10cm planted","S11","P659","Guatemala","Fedecovera","Restoration","Restoration","3x3",1653,2806,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","5*5","Y0"
"Pinus maximinoi","planted",2,"<10cm planted","S11","P622","Guatemala","Fedecovera","Restoration","Restoration","3x3",1721,2889,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","0","3x3m","Y0"
"Inga vera","planted",1,"<10cm planted","S11","P628","Guatemala","Fedecovera","Restoration","Restoration","3x3",1723,2892,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","5*5","Y0"
"Pinus maximinoii","planted",1,"<10cm planted","S11","P691","Guatemala","Fedecovera","Restoration","Restoration","3x3",1793,2969,"main","Nested_3x3_within_30x30_2",NA,"Permanent","1","1","5*5","Y0"
"Coffea arábigo","planted",1,"<10cm planted","1460","1460","Mexico","CUCOS","Restoration","Restoration","3x3",1795,2971,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","4x4","Y0"
"Thebroma cacao","planted",1,"<10cm planted","1523","1523-1","Mexico","UCIRI","Restoration","Restoration","3x3",1876,3074,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m×3m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1520","1520-1","Mexico","UCIRI","Restoration","Restoration","3x3",1878,3075,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",2,"<10cm planted","1525","1525-1","Mexico","UCIRI","Restoration","Restoration","3x3",1880,3077,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Cedrela odorata","planted",1,"<10cm planted","1525","1525-1","Mexico","UCIRI","Restoration","Restoration","3x3",1881,3077,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",2,"<10cm planted","1547","1547-1","Mexico","UCIRI","Restoration","Restoration","3x3",1882,3078,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 4 m × 4m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1568","1568","Mexico","UCIRI","Restoration","Restoration","3x3",1884,3079,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los arboles se plantaron con una separación de 3m ×3m","Y0"
"Teóroma cacao","planted",1,"<10cm planted","1564","1564-1","Mexico","UCIRI","Restoration","Restoration","3x3",1891,3083,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3 m por 3 m","Y0"
"Theobroma cacao","planted",1,"<10cm planted","1556","1556-","Mexico","UCIRI","Restoration","Restoration","3x3",1893,3085,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3m × 3m","Y0"
"Theobroma cacao","planted",2,"<10cm planted","1550","1550-1","Mexico","UCIRI","Restoration","Restoration","3x3",1894,3086,"main","Nested_3x3_within_30x30_2",NA,"Permanent","0","0","Los árboles se plantaron con una separación de 3 m por 3 m","Y0"
"Quercus robur","planted",3,"<10cm planted","333","41","France","Reforest Action","Control","Control","3x3",NA,8,NA,"main","Nested_3x3_within_10x10_Control",NA,"0","0",NA,"Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 002","Philippines","CI Philippines","Restoration","Restoration","1x1",28,58,"main","Nested_1x1",NA,"Permanent","0","0","Trees were planted with 2m by 3m spacing","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 008","Philippines","CI Philippines","Restoration","Restoration","1x1",80,290,"main","Nested_1x1",NA,"Permanent","0","0","Trees were planted with a 3m x 2m spacing","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 009","Philippines","CI Philippines","Restoration","Restoration","1x1",83,291,"main","Nested_1x1",NA,"Permanent","0","0","Trees planted with a 3m by 2m spacing","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 010","Philippines","CI Philippines","Restoration","Restoration","1x1",85,292,"main","Nested_1x1",NA,"Permanent","0","0","Trees were planted with a 3m by 2 m spacing","Y0"
"Faidherbia albida","planted",23,"<10cm planted","180","M23","Malawi","Wells for Zoe","Restoration","Restoration","1x1",87,293,"main","Nested_1x1",NA,"Randomized","0","0","2m by 2m","Y0"
"Alfzelia quenzesis","planted",15,"<10cm planted","180","M23","Malawi","Wells for Zoe","Restoration","Restoration","1x1",88,293,"main","Nested_1x1",NA,"Randomized","0","0","2m by 2m","Y0"
"Mtondo","planted",15,"<10cm planted","180","M23","Malawi","Wells for Zoe","Restoration","Restoration","1x1",89,293,"main","Nested_1x1",NA,"Randomized","0","0","2m by 2m","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 013","Philippines","CI Philippines","Restoration","Restoration","1x1",106,364,"main","Nested_1x1",NA,"Permanent","0","0","Trees were planted with a 3m by 2m spacing","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 015","Philippines","CI Philippines","Restoration","Restoration","1x1",112,366,"main","Nested_1x1",NA,"Permanent","0","0","Trees plnated with 2m x 3m spacing","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 016","Philippines","CI Philippines","Restoration","Restoration","1x1",118,367,"main","Nested_1x1",NA,"Permanent","0","0","Trees were planted in 3m x 2m spacing","Y0"
"Dipterocarpus grandiflorus","planted",1,"<10cm planted","211","Plot No. 018","Philippines","CI Philippines","Restoration","Restoration","1x1",124,369,"main","Nested_1x1",NA,"Permanent","0","0","Trees planted were planted with a 3m by 2m spacing","Y0"
"Intsia bijuga","planted",1,"<10cm planted","211","Plot No. 020","Philippines","CI Philippines","Restoration","Restoration","1x1",127,371,"main","Nested_1x1",NA,"Permanent","0","0","Trees planted with a 3m by 2m spacing","Y0"
"Intsia","planted",1,"<10cm planted","1758","S0015MP01","Madagascar","CI Madagascar","Restoration","Restoration","1x1",137,420,"main","Nested_1x1",NA,"Permanent","0","2","2mm","Y0"
"Hintsia bijuga","planted",1,"<10cm planted","1758","S0015MP01","Madagascar","CI Madagascar","Restoration","Restoration","1x1",138,741,"main","Nested_1x1",NA,"Permanent","0","2","2 m","Y0"
"''Intsia bijuga''","planted",1,"<10cm planted","1758","S0015MP13","Madagascar","Amadese","Restoration","Restoration","1x1",140,744,"main","Nested_1x1",NA,"Permanent","2","2","Les arbres ont été plantés avec un espacement de 2m20 x 2m20
Denivelation abrupte","Y0"
"Harungana madagascariencis","planted",1,"<10cm planted","1851","S0108MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",141,745,"main","Nested_1x1",NA,"Permanent","0","0","Les arbres ont été plantés avec un espacements de 2m fois 2 m","Y0"
"Trachylobium verracusum","planted",1,"<10cm planted","1851","S0108MP84","Madagascar","Taotsara","Restoration","Restoration","1x1",142,752,"main","Nested_1x1",NA,"Permanent","0","2","2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1836","S0093MP7","Madagascar","Taotsara","Restoration","Restoration","1x1",143,757,"main","Nested_1x1",NA,"Permanent","0","0","Les arbres ont été plantés avec un parcelle de 2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1836","S0093MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",144,758,"main","Nested_1x1",NA,"Permanent","0","2","2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1891","S0148MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",146,780,"main","Nested_1x1",NA,"Permanent","0","2","2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1891","S0148MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",147,782,"main","Nested_1x1",NA,"Permanent","1","2","2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1895","S0152MP2","Madagascar","Taotsara","Restoration","Restoration","1x1",148,787,"main","Nested_1x1",NA,"Permanent","1","2","2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1895","S0152MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",149,788,"main","Nested_1x1",NA,"Permanent","0","0","2m sur 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1881","S0158MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",150,793,"main","Nested_1x1",NA,"Permanent","1","0","2m sur 2m","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1869","S0126MP3","Madagascar","Taotsara","Restoration","Restoration","1x1",153,845,"main","Nested_1x1",NA,"Permanent","0","0","2*2","Y0"
"Intsia bijuga","planted",1,"<10cm planted","1862","S0119MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",154,851,"main","Nested_1x1",NA,"Permanent","0","0","2*2","Y0"
"Intsia bijuga","planted",1,"<10cm planted","1862","S0119MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",165,946,"main","Nested_1x1",NA,"Permanent","0","0","2*2","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP33","Madagascar","Taotsara","Restoration","Restoration","1x1",166,953,"main","Nested_1x1",NA,"Permanent","2","2","Trees were planted with a 6m by 3m spacing.","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP34","Madagascar","Taotsara","Restoration","Restoration","1x1",174,988,"main","Nested_1x1",NA,"Permanent","2","2","Trees were planted with a 6m by 3m spacing.","Y0"
"Trachylobium verrucosum","planted",1,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",175,1005,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",176,1005,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",177,1005,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S018MP36","Madagascar","Taotsara","Restoration","Restoration","1x1",178,1005,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
"Intsia bijuga","planted",1,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",179,1006,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",180,1006,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",181,1006,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP37","Madagascar","Taotsara","Restoration","Restoration","1x1",182,1006,"main","Nested_1x1",NA,"Permanent","2","2","2m*2m","Y0"
"Citrus sinesis","planted",1,"<10cm planted","1851","S0108MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",183,1007,"main","Nested_1x1",NA,"Permanent","2","2","5m*5m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP38","Madagascar","Taotsara","Restoration","Restoration","1x1",184,1007,"main","Nested_1x1",NA,"Permanent","2","2","5m*5m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP39","Madagascar","Taotsara","Restoration","Restoration","1x1",185,1008,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP40","Madagascar","Taotsara","Restoration","Restoration","1x1",186,1009,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP40","Madagascar","Taotsara","Restoration","Restoration","1x1",187,1009,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP76","Madagascar","Taotsara","Restoration","Restoration","1x1",188,1010,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP76","Madagascar","Taotsara","Restoration","Restoration","1x1",189,1010,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP77","Madagascar","Taotsara","Restoration","Restoration","1x1",190,1011,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
NA,"planted",NA,"<10cm planted","1851","S0108MP77","Madagascar","Taotsara","Restoration","Restoration","1x1",191,1011,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP78","Madagascar","Taotsara","Restoration","Restoration","1x1",192,1012,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1851","S0108MP81","Madagascar","Taotsara","Restoration","Restoration","1x1",193,1013,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Syzygium aromaticum","planted",1,"<10cm planted","1821","S0078MP1","Madagascar","Taotsara","Restoration","Restoration","1x1",194,1014,"main","Nested_1x1",NA,"Permanent","2","2","7m*7m","Y0"
NA,"planted",NA,"<10cm planted","1821","S0078MP4","Madagascar","Taotsara","Restoration","Restoration","1x1",200,1017,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1821","S0078MP5","Madagascar","Taotsara","Restoration","Restoration","1x1",201,1018,"main","Nested_1x1",NA,"Permanent","2","0","5m*5m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1821","S0078MP8","Madagascar","Taotsara","Restoration","Restoration","1x1",202,1019,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1821","S0078MP9","Madagascar","Taotsara","Restoration","Restoration","1x1",203,1020,"main","Nested_1x1",NA,"Permanent","2","2","3m*6m","Y0"
"Citrus siniensis","planted",1,"<10cm planted","1821","S0078MP10","Madagascar","Taotsara","Restoration","Restoration","1x1",204,1021,"main","Nested_1x1",NA,"Permanent","2","2","5m *5m","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1821","S0078MP11","Madagascar","Taotsara","Restoration","Restoration","1x1",205,1022,"main","Nested_1x1",NA,"Permanent","2","2","5m * 5m","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1821","S0078MP12","Madagascar","Taotsara","Restoration","Restoration","1x1",206,1023,"main","Nested_1x1",NA,"Permanent","2","2","5m * 5m","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1821","S0078MP13","Madagascar","Taotsara","Restoration","Restoration","1x1",207,1024,"main","Nested_1x1",NA,"Permanent","2","2","5m * 5m","Y0"
"Nuxia capitata","planted",1,"<10cm planted","1821","S0078MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",211,1025,"main","Nested_1x1",NA,"Permanent","2","2","2m * 2m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1821","S0078MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",212,1025,"main","Nested_1x1",NA,"Permanent","2","2","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1821","S0078MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",213,1025,"main","Nested_1x1",NA,"Permanent","2","2","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1821","S0078MP14","Madagascar","Taotsara","Restoration","Restoration","1x1",214,1025,"main","Nested_1x1",NA,"Permanent","2","2","2m * 2m","Y0"
"Coffea arabica","planted",1,"<10cm planted","1821","S0078 MP15","Madagascar","Taotsara","Restoration","Restoration","1x1",215,1026,"main","Nested_1x1",NA,"Permanent","2","2","3m* 6m","Y0"
"Citrus sinensis","planted",1,"<10cm planted","1821","S0078MP16","Madagascar","Taotsara","Restoration","Restoration","1x1",217,1027,"main","Nested_1x1",NA,"Permanent","2","2","5m * 5m","Y0"
"Harungana madagascariensis","planted",1,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",218,1028,"main","Nested_1x1",NA,"Permanent","2","0","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",219,1028,"main","Nested_1x1",NA,"Permanent","2","0","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",220,1028,"main","Nested_1x1",NA,"Permanent","2","0","2m * 2m","Y0"
NA,"planted",NA,"<10cm planted","1821","S0078MP17","Madagascar","Taotsara","Restoration","Restoration","1x1",221,1028,"main","Nested_1x1",NA,"Permanent","2","0","2m * 2m","Y0"
