"Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"Ficus reflexa","planted",1,"<10cm planted","1797","S0054MP48","Madagascar","FAFIALA","Restoration","Restoration","30x30",344,1347,"main","Planted_30x30_2",NA,"Permanent",0,2,"2m*2m","Y0","Ficus reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",22,"<10cm planted","1797","S0054MP48","Madagascar","FAFIALA","Restoration","Restoration","30x30",345,1347,"main","Planted_30x30_2",NA,"Permanent",0,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",45,"<10cm planted","1797","S0054MP48","Madagascar","FAFIALA","Restoration","Restoration","30x30",346,1347,"main","Planted_30x30_2",NA,"Permanent",0,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",102,"<10cm planted","1795","S0052MP132","Madagascar","FAFIALA","Restoration","Restoration","30x30",347,1348,"main","Planted_30x30_2",NA,"Permanent",2,2,"2 m sur 2 m","Y0","Harungana madagascarinesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",8,"<10cm planted","1795","S0052MP132","Madagascar","FAFIALA","Restoration","Restoration","30x30",348,1348,"main","Planted_30x30_2",NA,"Permanent",2,2,"2 m sur 2 m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",1,"<10cm planted","1795","S0052MP132","Madagascar","FAFIALA","Restoration","Restoration","30x30",349,1348,"main","Planted_30x30_2",NA,"Permanent",2,2,"2 m sur 2 m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",159,"<10cm planted","1805","S0062 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",350,1350,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",20,"<10cm planted","1805","S0062 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",351,1350,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",22,"<10cm planted","1805","S0062 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",352,1350,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trachydium verrucosum","planted",20,"<10cm planted","1805","S0062 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",353,1350,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trachynodium verrucosum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",9,"<10cm planted","1805","S0062 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",354,1350,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",70,"<10cm planted","1797","S0054MP53","Madagascar","FAFIALA","Restoration","Restoration","30x30",355,1351,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",120,"<10cm planted","1797","S0054MP53","Madagascar","FAFIALA","Restoration","Restoration","30x30",356,1351,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",27,"<10cm planted","1797","S0054MP53","Madagascar","FAFIALA","Restoration","Restoration","30x30",357,1351,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",5,"<10cm planted","1795","S0052MP79","Madagascar","FAFIALA","Restoration","Restoration","30x30",358,1352,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",53,"<10cm planted","1795","S0052MP79","Madagascar","FAFIALA","Restoration","Restoration","30x30",359,1352,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascarnesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",162,"<10cm planted","1795","S0052MP79","Madagascar","FAFIALA","Restoration","Restoration","30x30",360,1352,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Citrus sinensis","planted",38,"<10cm planted","1812","S0069MP3","Madagascar","FAFIALA","Restoration","Restoration","30x30",361,1356,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m*4m","Y0","Citrus sinensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",222,"<10cm planted","1795","S0052MP78","Madagascar","FAFIALA","Restoration","Restoration","30x30",362,1357,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",135,"<10cm planted","1796","S0053MP15","Madagascar","FAFIALA","Restoration","Restoration","30x30",363,1359,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",37,"<10cm planted","1796","S0053MP15","Madagascar","FAFIALA","Restoration","Restoration","30x30",364,1359,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Ficus reflexa","planted",8,"<10cm planted","1796","S0053MP15","Madagascar","FAFIALA","Restoration","Restoration","30x30",365,1359,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Ficus reflexa","Resolved",0.988,"The International Plant Names Index"
"Trachylobium verrucosum","planted",2,"<10cm planted","1796","S0053MP15","Madagascar","FAFIALA","Restoration","Restoration","30x30",366,1359,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trachynobium verrucosum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",115,"<10cm planted","1795","S0052MP25","Madagascar","FAFIALA","Restoration","Restoration","30x30",367,1360,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m* 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",59,"<10cm planted","1795","S0052MP25","Madagascar","FAFIALA","Restoration","Restoration","30x30",368,1360,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m* 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",40,"<10cm planted","1795","S0052MP25","Madagascar","FAFIALA","Restoration","Restoration","30x30",369,1360,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m* 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",4,"<10cm planted","1795","S0052MP25","Madagascar","FAFIALA","Restoration","Restoration","30x30",370,1360,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m* 2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",132,"<10cm planted","1805","S0062MP 04","Madagascar","FAFIALA","Restoration","Restoration","30x30",371,1361,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",61,"<10cm planted","1805","S0062MP 04","Madagascar","FAFIALA","Restoration","Restoration","30x30",372,1361,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trachydium verrucosum","planted",20,"<10cm planted","1805","S0062MP 04","Madagascar","FAFIALA","Restoration","Restoration","30x30",373,1361,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trachynodium verrucosum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus sinensis","planted",36,"<10cm planted","1795","S0052MP149","Madagascar","FAFIALA","Restoration","Restoration","30x30",374,1362,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m*4m","Y0","Citrus sinensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Leucaena","planted",3593,"<10cm planted","1795","S0052MP154","Madagascar","FAFIALA","Restoration","Restoration","30x30",375,1363,"main","Planted_30x30_2",NA,"Permanent",2,2,"0,5m*05m","Y0","Leucaena","Resolved",NA,"Manual validation"
"Dracaena reflexa","planted",81,"<10cm planted","1795","S0052MP16","Madagascar","FAFIALA","Restoration","Restoration","30x30",376,1367,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",115,"<10cm planted","1795","S0052MP16","Madagascar","FAFIALA","Restoration","Restoration","30x30",377,1367,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",4,"<10cm planted","1795","S0052MP16","Madagascar","FAFIALA","Restoration","Restoration","30x30",378,1367,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",69,"<10cm planted","1795","S0052MP16","Madagascar","FAFIALA","Restoration","Restoration","30x30",379,1367,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Coffea arabica","planted",45,"<10cm planted","1795","S0052MP126","Madagascar","FAFIALA","Restoration","Restoration","30x30",380,1368,"main","Planted_30x30_2",NA,"Permanent",0,2,"4 m sur 4m","Y0","Coffea arabica","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",118,"<10cm planted","1805","S0062MP 09","Madagascar","FAFIALA","Restoration","Restoration","30x30",381,1369,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",65,"<10cm planted","1805","S0062MP 09","Madagascar","FAFIALA","Restoration","Restoration","30x30",382,1369,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trachydium verrucosum","planted",18,"<10cm planted","1805","S0062MP 09","Madagascar","FAFIALA","Restoration","Restoration","30x30",383,1369,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trachynodium verrucosum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",22,"<10cm planted","1805","S0062MP 09","Madagascar","FAFIALA","Restoration","Restoration","30x30",384,1369,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",148,"<10cm planted","1805","S0062 MP 13","Madagascar","FAFIALA","Restoration","Restoration","30x30",385,1370,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",40,"<10cm planted","1805","S0062 MP 13","Madagascar","FAFIALA","Restoration","Restoration","30x30",386,1370,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",23,"<10cm planted","1805","S0062 MP 13","Madagascar","FAFIALA","Restoration","Restoration","30x30",387,1370,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",158,"<10cm planted","1795","S0052MP81","Madagascar","FAFIALA","Restoration","Restoration","30x30",388,1374,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",43,"<10cm planted","1795","S0052MP81","Madagascar","FAFIALA","Restoration","Restoration","30x30",389,1374,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Ficus reflexa","planted",2,"<10cm planted","1795","S0052MP81","Madagascar","FAFIALA","Restoration","Restoration","30x30",390,1374,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Ficus reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",79,"<10cm planted","1795","S0052MP92","Madagascar","FAFIALA","Restoration","Restoration","30x30",391,1375,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascarnesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus megapoda","planted",24,"<10cm planted","1795","S0052MP92","Madagascar","FAFIALA","Restoration","Restoration","30x30",392,1375,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Fucus megapoda","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Albizia gummifera","planted",10,"<10cm planted","1795","S0052MP92","Madagascar","FAFIALA","Restoration","Restoration","30x30",393,1375,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Albizzia gummifera","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",107,"<10cm planted","1795","S0052MP92","Madagascar","FAFIALA","Restoration","Restoration","30x30",394,1375,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",158,"<10cm planted","1795","S0052MP83","Madagascar","FAFIALA","Restoration","Restoration","30x30",395,1376,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",123,"<10cm planted","1795","S0052MP83","Madagascar","FAFIALA","Restoration","Restoration","30x30",396,1376,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",75,"<10cm planted","1795","S0052MP84","Madagascar","FAFIALA","Restoration","Restoration","30x30",397,1377,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",54,"<10cm planted","1795","S0052MP84","Madagascar","FAFIALA","Restoration","Restoration","30x30",398,1377,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",59,"<10cm planted","1795","S0052MP84","Madagascar","FAFIALA","Restoration","Restoration","30x30",399,1377,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",38,"<10cm planted","1797","S0054MP102","Madagascar","FAFIALA","Restoration","Restoration","30x30",400,1378,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",45,"<10cm planted","1797","S0054MP102","Madagascar","FAFIALA","Restoration","Restoration","30x30",401,1378,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",102,"<10cm planted","1797","S0054MP102","Madagascar","FAFIALA","Restoration","Restoration","30x30",402,1378,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",112,"<10cm planted","1795","S0052MP87","Madagascar","FAFIALA","Restoration","Restoration","30x30",403,1379,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",188,"<10cm planted","1795","S0052MP87","Madagascar","FAFIALA","Restoration","Restoration","30x30",404,1379,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",98,"<10cm planted","1795","S0052MP88","Madagascar","FAFIALA","Restoration","Restoration","30x30",405,1380,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",121,"<10cm planted","1795","S0052MP88","Madagascar","FAFIALA","Restoration","Restoration","30x30",406,1380,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",5,"<10cm planted","1795","S0052MP93","Madagascar","FAFIALA","Restoration","Restoration","30x30",407,1381,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascarnesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucosum","planted",6,"<10cm planted","1795","S0052MP93","Madagascar","FAFIALA","Restoration","Restoration","30x30",408,1381,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trachynodium verrecocum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus megapoda","planted",3,"<10cm planted","1795","S0052MP93","Madagascar","FAFIALA","Restoration","Restoration","30x30",409,1381,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Fucus megapoda","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",205,"<10cm planted","1795","S0052MP93","Madagascar","FAFIALA","Restoration","Restoration","30x30",410,1381,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",150,"<10cm planted","1803","S0060 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",411,1382,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",31,"<10cm planted","1803","S0060 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",412,1382,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",20,"<10cm planted","1803","S0060 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",413,1382,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","planted",15,"<10cm planted","1803","S0060 MP 05","Madagascar","FAFIALA","Restoration","Restoration","30x30",414,1382,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",73,"<10cm planted","1796","S0053MP02","Madagascar","FAFIALA","Restoration","Restoration","30x30",415,1384,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",25,"<10cm planted","1796","S0053MP02","Madagascar","FAFIALA","Restoration","Restoration","30x30",416,1384,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",102,"<10cm planted","1796","S0053MP02","Madagascar","FAFIALA","Restoration","Restoration","30x30",417,1384,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",26,"<10cm planted","1795","S0052MP100","Madagascar","FAFIALA","Restoration","Restoration","30x30",418,1385,"main","Planted_30x30_2",NA,"Permanent",0,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",193,"<10cm planted","1795","S0052MP100","Madagascar","FAFIALA","Restoration","Restoration","30x30",419,1385,"main","Planted_30x30_2",NA,"Permanent",0,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",143,"<10cm planted","1795","S0052MP86","Madagascar","FAFIALA","Restoration","Restoration","30x30",420,1387,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trachylobium verrucosum","planted",4,"<10cm planted","1795","S0052MP86","Madagascar","FAFIALA","Restoration","Restoration","30x30",421,1387,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trachylobium verrucosum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",87,"<10cm planted","1795","S0052MP86","Madagascar","FAFIALA","Restoration","Restoration","30x30",422,1387,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",89,"<10cm planted","1795","S0052MP57","Madagascar","FAFIALA","Restoration","Restoration","30x30",423,1388,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascarnesis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",79,"<10cm planted","1795","S0052MP57","Madagascar","FAFIALA","Restoration","Restoration","30x30",424,1388,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",5,"<10cm planted","1795","S0052MP57","Madagascar","FAFIALA","Restoration","Restoration","30x30",425,1388,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",65,"<10cm planted","1795","S0052MP57","Madagascar","FAFIALA","Restoration","Restoration","30x30",426,1388,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",116,"<10cm planted","1795","S0052MP82","Madagascar","FAFIALA","Restoration","Restoration","30x30",427,1390,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",163,"<10cm planted","1795","S0052MP82","Madagascar","FAFIALA","Restoration","Restoration","30x30",428,1390,"main","Planted_30x30_2",NA,"Permanent",2,2,"1,5m*1,5m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Dracaena reflexa","planted",148,"<10cm planted","1795","S0052MP85","Madagascar","FAFIALA","Restoration","Restoration","30x30",429,1391,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Trema orientalis","planted",92,"<10cm planted","1795","S0052MP85","Madagascar","FAFIALA","Restoration","Restoration","30x30",430,1391,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",25,"<10cm planted","1796","S0053MP01","Madagascar","FAFIALA","Restoration","Restoration","30x30",431,1394,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","planted",112,"<10cm planted","1796","S0053MP01","Madagascar","FAFIALA","Restoration","Restoration","30x30",432,1394,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Trema orientalis","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",65,"<10cm planted","1796","S0053MP01","Madagascar","FAFIALA","Restoration","Restoration","30x30",433,1394,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m sur 2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Syzygium aromaticum","planted",7,"<10cm planted","1795","S0052MP117","Madagascar","FAFIALA","Restoration","Restoration","30x30",434,1397,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m*4m","Y0","Syzygium oromaticum","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus sinensis","planted",34,"<10cm planted","1795","S0052MP117","Madagascar","FAFIALA","Restoration","Restoration","30x30",435,1397,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m*4m","Y0","Citrus sinensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Coffea robusta","planted",8,"<10cm planted","1795","S0052MP117","Madagascar","FAFIALA","Restoration","Restoration","30x30",436,1397,"main","Planted_30x30_2",NA,"Permanent",2,2,"4m*4m","Y0","Coffea robusta","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",49,"<10cm planted","1795","S0052MP09","Madagascar","FAFIALA","Restoration","Restoration","30x30",437,1400,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Intsia bijuga","planted",1,"<10cm planted","1795","S0052MP09","Madagascar","FAFIALA","Restoration","Restoration","30x30",438,1400,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Intsia bijuga","Resolved",0.988,"Tropicos - Missouri Botanical Garden"
"Harungana madagascariensis","planted",120,"<10cm planted","1795","S0052MP09","Madagascar","FAFIALA","Restoration","Restoration","30x30",439,1400,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
"Dracaena reflexa","planted",96,"<10cm planted","1795","S0052MP96","Madagascar","FAFIALA","Restoration","Restoration","30x30",440,1401,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Dracaena reflexa","Resolved",0.988,"The International Plant Names Index"
"Harungana madagascariensis","planted",3,"<10cm planted","1795","S0052MP96","Madagascar","FAFIALA","Restoration","Restoration","30x30",441,1401,"main","Planted_30x30_2",NA,"Permanent",2,2,"2m*2m","Y0","Harungana madagascariensis","Resolved",0.75,"Tropicos - Missouri Botanical Garden"
