"Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Type","Coordinate_System_Used","Northeast_Corner_of_30m_x_30m_Plot","Northeast_Corner_of_30m_x_30m_Plot_latitude","Northeast_Corner_of_30m_x_30m_Plot_longitude","Northeast_Corner_of_30m_x_30m_Plot_altitude","Northeast_Corner_of_30m_x_30m_Plot_precision","Northeast_Corner_of_30m_x_30m_Plot_wkt","Southeast_Corner_of_30m_x_30m_Plot","Southeast_Corner_of_30m_x_30m_Plot_latitude","Southeast_Corner_of_30m_x_30m_Plot_longitude","Southeast_Corner_of_30m_x_30m_Plot_altitude","Southeast_Corner_of_30m_x_30m_Plot_precision","Southeast_Corner_of_30m_x_30m_Plot_wkt","Southwest_Corner_of_30m_x_30m_Plot","Southwest_Corner_of_30m_x_30m_Plot_latitude","Southwest_Corner_of_30m_x_30m_Plot_longitude","Southwest_Corner_of_30m_x_30m_Plot_altitude","Southwest_Corner_of_30m_x_30m_Plot_precision","Southwest_Corner_of_30m_x_30m_Plot_wkt","Northwest_Corner_of_30m_x_30m_Plot","Northwest_Corner_of_30m_x_30m_Plot_latitude","Northwest_Corner_of_30m_x_30m_Plot_longitude","Northwest_Corner_of_30m_x_30m_Plot_altitude","Northwest_Corner_of_30m_x_30m_Plot_precision","Northwest_Corner_of_30m_x_30m_Plot_wkt","Centroid_of_3m_x_3m_Subplot","Centroid_of_3m_x_3m_Subplot_latitude","Centroid_of_3m_x_3m_Subplot_longitude","Centroid_of_3m_x_3m_Subplot_altitude","Centroid_of_3m_x_3m_Subplot_precision","Centroid_of_3m_x_3m_Subplot_wkt","Northeast_Corner_of_10m_x_10m_Plot","Northeast_Corner_of_10m_x_10m_Plot_latitude","Northeast_Corner_of_10m_x_10m_Plot_longitude","Northeast_Corner_of_10m_x_10m_Plot_altitude","Northeast_Corner_of_10m_x_10m_Plot_precision","Northeast_Corner_of_10m_x_10m_Plot_wkt","Southeast_Corner_of_10m_x_10m_Plot","Southeast_Corner_of_10m_x_10m_Plot_latitude","Southeast_Corner_of_10m_x_10m_Plot_longitude","Southeast_Corner_of_10m_x_10m_Plot_altitude","Southeast_Corner_of_10m_x_10m_Plot_precision","Southeast_Corner_of_10m_x_10m_Plot_wkt","Southwest_Corner_of_10m_x_10m_Plot","Southwest_Corner_of_10m_x_10m_Plot_latitude","Southwest_Corner_of_10m_x_10m_Plot_longitude","Southwest_Corner_of_10m_x_10m_Plot_altitude","Southwest_Corner_of_10m_x_10m_Plot_precision","Southwest_Corner_of_10m_x_10m_Plot_wkt","Northwest_Corner_of_10m_x_10m_Plot","Northwest_Corner_of_10m_x_10m_Plot_latitude","Northwest_Corner_of_10m_x_10m_Plot_longitude","Northwest_Corner_of_10m_x_10m_Plot_altitude","Northwest_Corner_of_10m_x_10m_Plot_precision","Northwest_Corner_of_10m_x_10m_Plot_wkt","Centroid_of_3m_x_3m_Subplot2_latitude","Centroid_of_3m_x_3m_Subplot2_longitude","Centroid_of_3m_x_3m_Subplot2_altitude","Centroid_of_3m_x_3m_Subplot2_precision","Centroid_of_3m_x_3m_Subplot2","Centroid_of_3m_x_3m_Subplot1_latitude","Centroid_of_3m_x_3m_Subplot1_longitude","Centroid_of_3m_x_3m_Subplot1_altitude","Centroid_of_3m_x_3m_Subplot1_precision","Centroid_of_3m_x_3m_Subplot1","Centroid_of_3m_x_3m_Subplot2_wkt","Centroid_of_3m_x_3m_Subplot1_wkt"
"Reforest Action2","302","Revilla del campo_3","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19493794 -3.49348006 0 0.57",42.19493794,-3.49348006,0,0.57,"POINT (-3.49348006 42.19493794 0)","42.19520655 -3.49347795 0 0.53",42.19520655,-3.49347795,0,0.53,"POINT (-3.49347795 42.19520655 0)","42.19493637 -3.49384129 0 0.58",42.19493637,-3.49384129,0,0.58,"POINT (-3.49384129 42.19493637 0)","42.19520812 -3.4938434 0 0.62",42.19520812,-3.4938434,0,0.62,"POINT (-3.4938434 42.19520812 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1950651,-3.49362757,0,0,"42.1950651 -3.49362757 0 0",NA,NA,NA,NA,NA,"POINT (-3.49362757 42.1950651 0)",NA
"Reforest Action2","302","Revilla del campo_4","Restoration","Restoration","ETRS89 UTM Huso 30N","42.1957694 -3.49379656 0 0.65",42.1957694,-3.49379656,0,0.65,"POINT (-3.49379656 42.1957694 0)","42.19549765 -3.4941578 0 0.43",42.19549765,-3.4941578,0,0.43,"POINT (-3.4941578 42.19549765 0)","42.19549765 -3.4941599 0 0.47",42.19549765,-3.4941599,0,0.47,"POINT (-3.4941599 42.19549765 0)","42.19576783 -3.4941599 0 0.63",42.19576783,-3.4941599,0,0.63,"POINT (-3.4941599 42.19576783 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19573899,-3.49399617,0,0,"42.19573899 -3.49399617 0 0",NA,NA,NA,NA,NA,"POINT (-3.49399617 42.19573899 0)",NA
"Reforest Action2","302","Revilla del campo_5","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19654013 -3.49366142 0 0.59",42.19654013,-3.49366142,0,0.59,"POINT (-3.49366142 42.19654013 0)","42.19626995 -3.49329597 0 0.68",42.19626995,-3.49329597,0,0.68,"POINT (-3.49329597 42.19626995 0)","42.19626839 -3.49365931 0 0.6",42.19626839,-3.49365931,0,0.6,"POINT (-3.49365931 42.19626839 0)","42.19653857 -3.49366142 0 0.51",42.19653857,-3.49366142,0,0.51,"POINT (-3.49366142 42.19653857 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19649737,-3.49356604,0,0,"42.19649737 -3.49356604 0 0",NA,NA,NA,NA,NA,"POINT (-3.49356604 42.19649737 0)",NA
"Reforest Action2","302","Revilla del campo_6","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19662702 -3.49169805 0 0.41",42.19662702,-3.49169805,0,0.41,"POINT (-3.49169805 42.19662702 0)","42.19635684 -3.49169596 0 0.52",42.19635684,-3.49169596,0,0.52,"POINT (-3.49169596 42.19635684 0)","42.19635529 -3.49205931 0 0.38",42.19635529,-3.49205931,0,0.38,"POINT (-3.49205931 42.19635529 0)","42.19662547 -3.4920614 0 0.56",42.19662547,-3.4920614,0,0.56,"POINT (-3.4920614 42.19662547 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19650455,-3.49189464,0,0,"42.19650455 -3.49189464 0 0",NA,NA,NA,NA,NA,"POINT (-3.49189464 42.19650455 0)",NA
"Reforest Action2","307","Torrelara 2_1","Restoration","Restoration","Torrelara 2_1","42.18355583 -3.50641653 0 0.65",42.18355583,-3.50641653,0,0.65,"POINT (-3.50641653 42.18355583 0)","42.18328565 -3.50641437 0 0.51",42.18328565,-3.50641437,0,0.51,"POINT (-3.50641437 42.18328565 0)","42.18328405 -3.50677764 0 0.39",42.18328405,-3.50677764,0,0.39,"POINT (-3.50677764 42.18328405 0)","42.18355423 -3.5067798 0 0.43",42.18355423,-3.5067798,0,0.43,"POINT (-3.5067798 42.18355423 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18347088,-3.50672464,0,0,"42.18347088 -3.50672464 0 0",NA,NA,NA,NA,NA,"POINT (-3.50672464 42.18347088 0)",NA
"Reforest Action2","307","Torrelara 2_2","Restoration","Restoration","ETRS89 UTM Huso 30N","42.18275009 -3.50532025 0 0.56",42.18275009,-3.50532025,0,0.56,"POINT (-3.50532025 42.18275009 0)","42.18247991 -3.5053181 0 0.58",42.18247991,-3.5053181,0,0.58,"POINT (-3.5053181 42.18247991 0)","42.18247831 -3.50568137 0 0.61",42.18247831,-3.50568137,0,0.61,"POINT (-3.50568137 42.18247831 0)","42.18274849 -3.50568352 0 0.38",42.18274849,-3.50568352,0,0.38,"POINT (-3.50568352 42.18274849 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18250304,-3.50562707,0,0,"42.18250304 -3.50562707 0 0",NA,NA,NA,NA,NA,"POINT (-3.50562707 42.18250304 0)",NA
"Reforest Action2","307","Torrelara2-3","Restoration","Restoration","ETRS89 UTM Huso 30N","42.18329365 -3.50459801 0 0.39",42.18329365,-3.50459801,0,0.39,"POINT (-3.50459801 42.18329365 0)","42.18302347 -3.50459586 0 0.68",42.18302347,-3.50459586,0,0.68,"POINT (-3.50459586 42.18302347 0)","42.18302187 -3.50495913 0 0.72",42.18302187,-3.50495913,0,0.72,"POINT (-3.50495913 42.18302187 0)","42.18329206 -3.50496128 0 0.47",42.18329206,-3.50496128,0,0.47,"POINT (-3.50496128 42.18329206 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18318249,-3.50472427,0,0,"42.18318249 -3.50472427 0 0",NA,NA,NA,NA,NA,"POINT (-3.50472427 42.18318249 0)",NA
"Reforest Action2","306","Torrelara 1_1","Restoration","Restoration","ETRS89 UTM Huso 30N","42.1894034 -3.49852656 0 0.45",42.1894034,-3.49852656,0,0.45,"POINT (-3.49852656 42.1894034 0)","42.18913322 -3.49852444 0 0.39",42.18913322,-3.49852444,0,0.39,"POINT (-3.49852444 42.18913322 0)","42.18913164 -3.49888775 0 0.83",42.18913164,-3.49888775,0,0.83,"POINT (-3.49888775 42.18913164 0)","42.18940182 -3.49888987 0 0.33",42.18940182,-3.49888987,0,0.33,"POINT (-3.49888987 42.18940182 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18918002,-3.49870457,0,0,"42.18918002 -3.49870457 0 0",NA,NA,NA,NA,NA,"POINT (-3.49870457 42.18918002 0)",NA
"Reforest Action2","306","Torrelara 1_2","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19015107 -3.49852902 0 0.51",42.19015107,-3.49852902,0,0.51,"POINT (-3.49852902 42.19015107 0)","42.18988089 -3.4985269 0 0.58",42.18988089,-3.4985269,0,0.58,"POINT (-3.4985269 42.18988089 0)","42.18987931 -3.49889021 0 0.38",42.18987931,-3.49889021,0,0.38,"POINT (-3.49889021 42.18987931 0)","42.19014949 -3.49889233 0 0.63",42.19014949,-3.49889233,0,0.63,"POINT (-3.49889233 42.19014949 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18999009,-3.49881993,0,0,"42.18999009 -3.49881993 0 0",NA,NA,NA,NA,NA,"POINT (-3.49881993 42.18999009 0)",NA
"Reforest Action2","306","Torrelara 1_3","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19015643 -3.49727321 0 0.65",42.19015643,-3.49727321,0,0.65,"POINT (-3.49727321 42.19015643 0)","42.18988625 -3.49727109 0 0.38",42.18988625,-3.49727109,0,0.38,"POINT (-3.49727109 42.18988625 0)","42.18988468 -3.4976344 0 0.49",42.18988468,-3.4976344,0,0.49,"POINT (-3.4976344 42.18988468 0)","42.19015486 -3.49763652 0 0.54",42.19015486,-3.49763652,0,0.54,"POINT (-3.49763652 42.19015486 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19013133,-3.49740408,0,0,"42.19013133 -3.49740408 0 0",NA,NA,NA,NA,NA,"POINT (-3.49740408 42.19013133 0)",NA
"Reforest Action2","306","Torrelara 1_4","Restoration","Restoration","ETRS89 UTM Huso 30N","42.18989633 -3.49631615 0 0.59",42.18989633,-3.49631615,0,0.59,"POINT (-3.49631615 42.18989633 0)","42.18962615 -3.49631404 0 0.48",42.18962615,-3.49631404,0,0.48,"POINT (-3.49631404 42.18962615 0)","42.18962458 -3.49667735 0 0.49",42.18962458,-3.49667735,0,0.49,"POINT (-3.49667735 42.18962458 0)","42.18989476 -3.49667947 0 0.43",42.18989476,-3.49667947,0,0.43,"POINT (-3.49667947 42.18989476 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18975717,-3.49645651,0,0,"42.18975717 -3.49645651 0 0",NA,NA,NA,NA,NA,"POINT (-3.49645651 42.18975717 0)",NA
"Reforest Action2","306","Torrelara 1_5","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19012218 -3.49519267 0 0.65",42.19012218,-3.49519267,0,0.65,"POINT (-3.49519267 42.19012218 0)","42.189852 -3.49519056 0 0.43",42.189852,-3.49519056,0,0.43,"POINT (-3.49519056 42.189852 0)","42.18985044 -3.49555387 0 0.51",42.18985044,-3.49555387,0,0.51,"POINT (-3.49555387 42.18985044 0)","42.19012062 -3.49555598 0 0.66",42.19012062,-3.49555598,0,0.66,"POINT (-3.49555598 42.19012062 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.18997787,-3.4954046,0,0,"42.18997787 -3.4954046 0 0",NA,NA,NA,NA,NA,"POINT (-3.4954046 42.18997787 0)",NA
"Reforest Action2","306","Torrelara 1_6","Restoration","Restoration","ETRS89 UTM Huso 30N","42.19084677 -3.49484056 0 0.41",42.19084677,-3.49484056,0,0.41,"POINT (-3.49484056 42.19084677 0)","42.19057659 -3.49483845 0 0.38",42.19057659,-3.49483845,0,0.38,"POINT (-3.49483845 42.19057659 0)","42.19057502 -3.49520176 0 0.37",42.19057502,-3.49520176,0,0.37,"POINT (-3.49520176 42.19057502 0)","42.1908452 -3.49520387 0 0.62",42.1908452,-3.49520387,0,0.62,"POINT (-3.49520387 42.1908452 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.19065552,-3.49490123,0,0,"42.19065552 -3.49490123 0 0",NA,NA,NA,NA,NA,"POINT (-3.49490123 42.19065552 0)",NA
"Wells for Zoe","testing - delete this please","testing - delete this please","Control","Control","testing - delete this please","-10.401378 -20.693164 101.1 15.2",-10.401378,-20.693164,101.1,15.2,"POINT (-20.693164 -10.401378 101.1)","18.646245 -34.630157 102.4 16.1",18.646245,-34.630157,102.4,16.1,"POINT (-34.630157 18.646245 102.4)","-8.407168 -140.87776 105.8 18.2",-8.407168,-140.87776,105.8,18.2,"POINT (-140.87776 -8.407168 105.8)","-54.572062 73.728325 190.7 16.4",-54.572062,73.728325,190.7,16.4,"POINT (73.728325 -54.572062 190.7)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.266008,-145.099519,14.2,105.2,"-5.266008 -145.099519 14.2 105.2",NA,NA,NA,NA,NA,"POINT (-145.099519 -5.266008 14.2)",NA
"Reforest Action2","275","Molezuelas_1","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04749807 -6.18584501 0 0.68",42.04749807,-6.18584501,0,0.68,"POINT (-6.18584501 42.04749807 0)","42.04722829 -6.18583152 0 0.71",42.04722829,-6.18583152,0,0.71,"POINT (-6.18583152 42.04722829 0)","42.04721823 -6.18619347 0 0.56",42.04721823,-6.18619347,0,0.56,"POINT (-6.18619347 42.04721823 0)","42.04748801 -6.18620696 0 0.68",42.04748801,-6.18620696,0,0.68,"POINT (-6.18620696 42.04748801 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.04339549,-6.18723896,0,0,"42.04339549 -6.18723896 0 0",NA,NA,NA,NA,NA,"POINT (-6.18723896 42.04339549 0)",NA
"Reforest Action2","275","Molezuelas_2","Restoration","Restoration","ETRS89 UTM Huso 30N","42.04679451 -6.18653472 0 0.59",42.04679451,-6.18653472,0,0.59,"POINT (-6.18653472 42.04679451 0)","42.0465247 -6.18652123 0 0.68",42.0465247,-6.18652123,0,0.68,"POINT (-6.18652123 42.0465247 0)","42.04651467 -6.18688317 0 0.43",42.04651467,-6.18688317,0,0.43,"POINT (-6.18688317 42.04651467 0)","42.304678445 -6.18689667 0 0.62",42.304678445,-6.18689667,0,0.62,"POINT (-6.18689667 42.304678445 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.0440671,-6.18640272,0,0,"42.0440671 -6.18640272 0 0",NA,NA,NA,NA,NA,"POINT (-6.18640272 42.0440671 0)",NA
"Reforest Action2","274","Medina de rioseco_1","Restoration","Restoration","ETRS89 UTM Huso 30N","41.84798937 -5.0241911 0 0.31",41.84798937,-5.0241911,0,0.31,"POINT (-5.0241911 41.84798937 0)","41.84771933 -5.02418259 0 0.33",41.84771933,-5.02418259,0,0.33,"POINT (-5.02418259 41.84771933 0)","41.84771296 -5.02454374 0 0.45",41.84771296,-5.02454374,0,0.45,"POINT (-5.02454374 41.84771296 0)","41.847983 -5.02455226 0 0.62",41.847983,-5.02455226,0,0.62,"POINT (-5.02455226 41.847983 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.84787641,-5.02432471,0,0,"41.84787641 -5.02432471 0 0",NA,NA,NA,NA,NA,"POINT (-5.02432471 41.84787641 0)",NA
"Reforest Action2","274","Medina de rioseco_2","Restoration","Restoration","ETRS89 UTM Huso 30N","41.84883215 -5.02386043 0 0.79",41.84883215,-5.02386043,0,0.79,"POINT (-5.02386043 41.84883215 0)","41.84856211 -5.02385191 0 0.82",41.84856211,-5.02385191,0,0.82,"POINT (-5.02385191 41.84856211 0)","41.84855574 -5.02421307 0 0.38",41.84855574,-5.02421307,0,0.38,"POINT (-5.02421307 41.84855574 0)","41.84882578 -5.02422159 0 0.7",41.84882578,-5.02422159,0,0.7,"POINT (-5.02422159 41.84882578 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.84860934,-5.02413101,0,0,"41.84860934 -5.02413101 0 0",NA,NA,NA,NA,NA,"POINT (-5.02413101 41.84860934 0)",NA
"Reforest Action2","274","Medina de rioseco_3","Restoration","Restoration","ETRS89 UTM Huso 30N","41.84972241 -5.02455039 0 0.63",41.84972241,-5.02455039,0,0.63,"POINT (-5.02455039 41.84972241 0)","41.84945238 -5.02454187 0 0.54",41.84945238,-5.02454187,0,0.54,"POINT (-5.02454187 41.84945238 0)","41.84944601 -5.02490304 0 0.45",41.84944601,-5.02490304,0,0.45,"POINT (-5.02490304 41.84944601 0)","41.84971604 -5.02491156 0 0.83",41.84971604,-5.02491156,0,0.83,"POINT (-5.02491156 41.84971604 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.84962657,-5.02466901,0,0,"41.84962657 -5.02466901 0 0",NA,NA,NA,NA,NA,"POINT (-5.02466901 41.84962657 0)",NA
"Reforest Action2","274","Medina de rioseco_4","Restoration","Restoration","ETRS89 UTM Huso 30N","41.185038598 -5.02554205 0 0.32",41.185038598,-5.02554205,0,0.32,"POINT (-5.02554205 41.185038598 0)","41.85011594 -5.02553353 0 0.51",41.85011594,-5.02553353,0,0.51,"POINT (-5.02553353 41.85011594 0)","41.85010957 -5.0258947 0 0.39",41.85010957,-5.0258947,0,0.39,"POINT (-5.0258947 41.85010957 0)","41.85037961 -5.02590322 0 0.81",41.85037961,-5.02590322,0,0.81,"POINT (-5.02590322 41.85037961 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85020218,-5.02573514,0,0,"41.85020218 -5.02573514 0 0",NA,NA,NA,NA,NA,"POINT (-5.02573514 41.85020218 0)",NA
"Reforest Action2","274","Medina de rioseco_5","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85115509 -5.02503821 0 0.41",41.85115509,-5.02503821,0,0.41,"POINT (-5.02503821 41.85115509 0)","41.85088505 -5.02502969 0 0.69",41.85088505,-5.02502969,0,0.69,"POINT (-5.02502969 41.85088505 0)","41.85087868 -5.02539086 0 0.65",41.85087868,-5.02539086,0,0.65,"POINT (-5.02539086 41.85087868 0)","41.85114871 -5.02539939 0 0.42",41.85114871,-5.02539939,0,0.42,"POINT (-5.02539939 41.85114871 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85102185,-5.02521895,0,0,"41.85102185 -5.02521895 0 0",NA,NA,NA,NA,NA,"POINT (-5.02521895 41.85102185 0)",NA
"Reforest Action2","274","Medina de rioseco_6","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85195246 -5.02578613 0 0.49",41.85195246,-5.02578613,0,0.49,"POINT (-5.02578613 41.85195246 0)","41.85168242 -5.02577761 0 0.54",41.85168242,-5.02577761,0,0.54,"POINT (-5.02577761 41.85168242 0)","41.85167604 -5.02613878 0 0.32",41.85167604,-5.02613878,0,0.32,"POINT (-5.02613878 41.85167604 0)","41.85194608 -5.02614731 0 0.83",41.85194608,-5.02614731,0,0.83,"POINT (-5.02614731 41.85194608 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85173757,-5.02600043,0,0,"41.85173757 -5.02600043 0 0",NA,NA,NA,NA,NA,"POINT (-5.02600043 41.85173757 0)",NA
"Reforest Action2","274","Medina de rioseco_7","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85220337 -5.0268782 0 0.69",41.85220337,-5.0268782,0,0.69,"POINT (-5.0268782 41.85220337 0)","41.85193333 -5.02686967 0 0.81",41.85193333,-5.02686967,0,0.81,"POINT (-5.02686967 41.85193333 0)","41.85192695 -5.02723085 0 0.39",41.85192695,-5.02723085,0,0.39,"POINT (-5.02723085 41.85192695 0)","41.85219699 -5.02723938 0 0.55",41.85219699,-5.02723938,0,0.55,"POINT (-5.02723938 41.85219699 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85214859,-5.02720596,0,0,"41.85214859 -5.02720596 0 0",NA,NA,NA,NA,NA,"POINT (-5.02720596 41.85214859 0)",NA
"Reforest Action2","274","Medina de rioseco_8","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85239943 -5.02790864 0 0.31",41.85239943,-5.02790864,0,0.31,"POINT (-5.02790864 41.85239943 0)","41.85212939 -5.02790011 0 0.34",41.85212939,-5.02790011,0,0.34,"POINT (-5.02790011 41.85212939 0)","41.85212302 -5.02826129 0 0.33",41.85212302,-5.02826129,0,0.33,"POINT (-5.02826129 41.85212302 0)","41.85239305 -5.02826982 0 0.69",41.85239305,-5.02826982,0,0.69,"POINT (-5.02826982 41.85239305 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85221493,-5.02803923,0,0,"41.85221493 -5.02803923 0 0",NA,NA,NA,NA,NA,"POINT (-5.02803923 41.85221493 0)",NA
"Reforest Action2","274","Medina de rioseco_9","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85302577 -5.02811015 0 0.74",41.85302577,-5.02811015,0,0.74,"POINT (-5.02811015 41.85302577 0)","41.85275573 -5.02810162 0 0.72",41.85275573,-5.02810162,0,0.72,"POINT (-5.02810162 41.85275573 0)","41.85274935 -5.0284628 0 0.58",41.85274935,-5.0284628,0,0.58,"POINT (-5.0284628 41.85274935 0)","41.85301939 -5.02847134 0 0.72",41.85301939,-5.02847134,0,0.72,"POINT (-5.02847134 41.85301939 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85288556,-5.0283134,0,0,"41.85288556 -5.0283134 0 0",NA,NA,NA,NA,NA,"POINT (-5.0283134 41.85288556 0)",NA
"Reforest Action2","274","Medina de rioseco_10","Restoration","Restoration","ETRS89 UTM Huso 30N","41.85367906 -5.02742299 0 0.71",41.85367906,-5.02742299,0,0.71,"POINT (-5.02742299 41.85367906 0)","41.85340903 -5.02741446 0 0.37",41.85340903,-5.02741446,0,0.37,"POINT (-5.02741446 41.85340903 0)","41.85340265 -5.02777565 0 0.68",41.85340265,-5.02777565,0,0.68,"POINT (-5.02777565 41.85340265 0)","41.85367269 -5.02778418 0 0.46",41.85367269,-5.02778418,0,0.46,"POINT (-5.02778418 41.85367269 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85346667,-5.02753671,0,0,"41.85346667 -5.02753671 0 0",NA,NA,NA,NA,NA,"POINT (-5.02753671 41.85346667 0)",NA
"Reforest Action2","274","Medina de rioseco_11","Restoration","Restoration","ETRS89 UTM Huso 30N","41.8539487 -5.02618264 0 0.81",41.8539487,-5.02618264,0,0.81,"POINT (-5.02618264 41.8539487 0)","41.285367869 -5.02617411 0 0.47",41.285367869,-5.02617411,0,0.47,"POINT (-5.02617411 41.285367869 0)","41.85367231 -5.0265353 0 0.67",41.85367231,-5.0265353,0,0.67,"POINT (-5.0265353 41.85367231 0)","41.85394235 -5.02654383 0 0.71",41.85394235,-5.02654383,0,0.71,"POINT (-5.02654383 41.85394235 0)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.85378603,-5.02628193,0,0,"41.85378603 -5.02628193 0 0",NA,NA,NA,NA,NA,"POINT (-5.02628193 41.85378603 0)",NA
