"Species","data_source_title","score","matched_name2"
"Ficus insipia","Tropicos - Missouri Botanical Garden",0.75,"Ficus insipida"
"Ficus lutea vahl","Tropicos - Missouri Botanical Garden",0.999,"Ficus lutea"
"Ficus lutea ","Tropicos - Missouri Botanical Garden",0.75,"Ficus"
"Ficus megapoda ","Tropicos - Missouri Botanical Garden",0.75,"Ficus"
"Ficus spp","Tropicos - Missouri Botanical Garden",0.75,"Ficus"
"Ficus tilifolia","Tropicos - Missouri Botanical Garden",0.75,"Ficus tiliifolia"
"Fidherbia albida","Tropicos - Missouri Botanical Garden",0.75,"Faidherbia albida"
"Fig",NA,NA,"Ficus"
"Fouquieria splenden","Tropicos - Missouri Botanical Garden",0.75,"Fouquieria splendens"
"Fucus litea vahl","Tropicos - Missouri Botanical Garden",0.75,"Fucus"
"Fucus lutea","Tropicos - Missouri Botanical Garden",0.75,"Ficus lutea"
"Fucus megapoda","Tropicos - Missouri Botanical Garden",0.75,"Ficus megapoda"
"Fucus polita","Tropicos - Missouri Botanical Garden",0.75,"Ficus polita"
"Fucus reflexa","Tropicos - Missouri Botanical Garden",0.75,"Ficus reflexa"
"Gilbertiodendron desemii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron"
"Gilbertiodendron dewemii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron"
"Gilbertodendrio dewevrii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Gilbertodendrion dewevrii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Gilbertodendrion dewivrii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Gilbetodendrion dewevrii","Tropicos - Missouri Botanical Garden",0.75,"Gilbertiodendron dewevrei"
"Gliricidia Sepium","Tropicos - Missouri Botanical Garden",0.988,"Gliricidia sepium"
"Gliricidia sepium (jacq.) Steud","Tropicos - Missouri Botanical Garden",0.988,"Gliricidia sepium"
"Gnetum gnemon L.","Tropicos - Missouri Botanical Garden",0.999,"Gnetum gnemon"
"Goyavia",NA,NA,"Psidium"
"Goyavia psidium","Manual validation",NA,"Psidium guayava"
"Grevelia","Manual validation",NA,"Grevillea"
"Grevilia",NA,NA,"Grevillea"
"Grevilia bancksii","Manual validation",NA,"Grevillea banksii"
"grevillia bancsii","Tropicos - Missouri Botanical Garden",0.75,"Grevillea banksii"
"Grevillia gancsii","Tropicos - Missouri Botanical Garden",0.75,"Grevillia"
"Guachipilin
Diphysa americana",NA,NA,"Diphysa americana"
"GuachipilinDiphysa americana","Manual validation",NA,"Diphysa americana"
"Guasuma ulmifolia","Tropicos - Missouri Botanical Garden",0.75,"Guazuma ulmifolia"
"Guatemala ulmifolia","The International Plant Names Index",0.75,"Guatemala"
"Guazuma Ulmifolia Lam","Tropicos - Missouri Botanical Garden",0.988,"Guazuma ulmifolia"
"Guazuma ulmifolia Lam","Tropicos - Missouri Botanical Garden",0.988,"Guazuma ulmifolia"
"Guazuma ulmifolia Lam.","Tropicos - Missouri Botanical Garden",0.999,"Guazuma ulmifolia"
"Guibourtia Demeusei","Tropicos - Missouri Botanical Garden",0.988,"Guibourtia demeusei"
"Guibourtia demeuseii","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Guibourtia demeuseuii","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Guibourtia demeusii","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Guibourtia deumeseii","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia"
"Guibourtia deumeuseii","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Guibouryia demeusei","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Guinourtia demeusei","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Guivourtia demeuseii","Tropicos - Missouri Botanical Garden",0.75,"Guibourtia demeusei"
"Hévéa","The International Plant Names Index",0.75,"Hevea"
"Hévéa Brasiliensis","The International Plant Names Index",0.988,"Hevea brasiliensis"
"Hévéa brasiliensis","The International Plant Names Index",0.988,"Hevea brasiliensis"
"Hévéa brasillensis","Tropicos - Missouri Botanical Garden",0.75,"Hevea brasiliensis"
"Harongana madagascariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harongana madagascriensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harrungana madagascariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"harugana madagascareinsis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harunga madagascarinesis","Tropicos - Missouri Botanical Garden",0.75,"Haronga madagascariensis"
"Harungan madagascariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana  madagascariensis","Tropicos - Missouri Botanical Garden",0.988,"Harungana madagascariensis"
"Harungana  Madagascariensis","Tropicos - Missouri Botanical Garden",0.988,"Harungana madagascariensis"
"Harungana adagascarnesis","Tropicos - Missouri Botanical Garden",0.75,"Harungana"
"Harungana madadagascariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagacariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagacarinesis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagadcariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascaeinsis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascareinsis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana Madagascareinsis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascarensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascariencis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascarienIs","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascariens","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana Madagascariensis","Tropicos - Missouri Botanical Garden",0.988,"Harungana madagascariensis"
"harungana madagascariensis","Tropicos - Missouri Botanical Garden",0.988,"Harungana madagascariensis"
"Harungana madagascariensiss","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascariesis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascarines","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascarinesis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascariniensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascarnesis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana Madagascarnesis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagascascareinsis","Tropicos - Missouri Botanical Garden",0.75,"Harungana"
"Harungana madagasciensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagasiensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madagscariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana madascariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harungana magascariensis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Harunguna madagascareinsis","Tropicos - Missouri Botanical Garden",0.75,"Harungana madagascariensis"
"Heamatoxylum  campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum campechianum"
"Heamatoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum campechianum"
"Hematoxilum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum campechianum"
"Hematoxylum campechianum","Tropicos - Missouri Botanical Garden",0.75,"Haematoxylum campechianum"
"Hevea  brasiliensis","The International Plant Names Index",0.988,"Hevea brasiliensis"
"Hevea brasilensis","Tropicos - Missouri Botanical Garden",0.75,"Hevea brasiliensis"
"Hevea brasiliensi","Tropicos - Missouri Botanical Garden",0.75,"Hevea brasiliensis"
"Hevea Brasiliensis","The International Plant Names Index",0.988,"Hevea brasiliensis"
"HEvea brasiliensis","The International Plant Names Index",0.988,"Hevea brasiliensis"
"Hintsia bijuga","Manual validation",NA,"Intsia bijuga"
"Hipomane","Manual validation",NA,"Hippomane"
"Homalium trichostemon)","Tropicos - Missouri Botanical Garden",0.75,"Homalium"
"Hymenaea courbaril L.","Tropicos - Missouri Botanical Garden",0.999,"Hymenaea courbaril"
"Hynocardia acida","Tropicos - Missouri Botanical Garden",0.75,"Hymenocardia acida"
"Inga  spuria","The International Plant Names Index",0.988,"Inga spuria"
"Inga cuajinicuil","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Inga Edulis","The International Plant Names Index",0.988,"Inga edulis"
"INGA jinicuil","Tropicos - Missouri Botanical Garden",0.988,"Inga jinicuil"
"Inga paterna","Tropicos - Missouri Botanical Garden",0.75,"Inga paterno"
"Inga Sp","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Inga sp","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Inga sp.","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Inga spp","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Inga spp.","Tropicos - Missouri Botanical Garden",0.75,"Inga"
"Inga verá","The International Plant Names Index",0.988,"Inga vera"
"Instia bujiga","Manual validation",NA,"Intsia bijuga"
"Intia bijuga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intisia bijuga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia  bijuga","Tropicos - Missouri Botanical Garden",0.988,"Intsia bijuga"
"Intsia bijia","Tropicos - Missouri Botanical Garden",0.75,"Intsia"
"Intsia bijiga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia bijinga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia bijuca","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia bijug","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia Bijuga","Tropicos - Missouri Botanical Garden",0.988,"Intsia bijuga"
"intsia bijuga","Tropicos - Missouri Botanical Garden",0.988,"Intsia bijuga"
"Intsia bijuga ","Tropicos - Missouri Botanical Garden",0.75,"Intsia"
"Intsia bijunga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia binjuga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia bujiga","Tropicos - Missouri Botanical Garden",0.75,"Intsia"
"Intsia bujoga","Tropicos - Missouri Botanical Garden",0.75,"Intsia"
"Intsia bujuga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsia jubuga","Tropicos - Missouri Botanical Garden",0.75,"Intsia"
"Intsina bijuga","Tropicos - Missouri Botanical Garden",0.75,"Intsia bijuga"
"Intsina bujiga","Manual validation",NA,"Intsia bijuga"
"Intsui bijuga","Manual validation",NA,"Intsia bijuga"
"Ipê amarelo mirim",NA,NA,"Tecoma stans"
"Iptodeniastrum africanum","Manual validation",NA,"Piptadeniastrum africanum"
"Itsia bujiga","Manual validation",NA,"Intsia bijuga"
"Juan Diego.  Brosimum alicastrum","Manual validation",NA,"Brosimum alicastrum"
"Juglans  regia","Tropicos - Missouri Botanical Garden",0.988,"Juglans regia"
"khaya athotheca",NA,NA,"Khaya anthotheca"
"Khaya athotheca","Tropicos - Missouri Botanical Garden",0.75,"Khaya anthotheca"
"Khaya athotheca""",NA,NA,"Khaya athotheca"
"Laecena","Manual validation",NA,"Leucaena"
"Laesena","Manual validation",NA,"Leucaena"
"Lauris nobilis","Tropicos - Missouri Botanical Garden",0.75,"Laurus nobilis"
"Lauros nobiilis","Tropicos - Missouri Botanical Garden",0.75,"Laurus nobilis"
"Leacena","Manual validation",NA,"Leucaena"
"Lecaena","Manual validation",NA,"Leucaena"
"Letchi chinnesis","Manual validation",NA,"Litchi chinensis"
"Leucaena leucosephala","Tropicos - Missouri Botanical Garden",0.75,"Leucaena leucocephala"
"Leucena","Manual validation",NA,"Leucaena"
"Leucena cena","Manual validation",NA,"Leucaena"
"Licthi","Manual validation",NA,"Litchi chinensis"
"Liquidambar Styraciflua","The International Plant Names Index",0.988,"Liquidambar styraciflua"
"litchi","Tropicos - Missouri Botanical Garden",0.75,"Litchi"
"Litchi chineniensis","Tropicos - Missouri Botanical Garden",0.75,"Litchi chinensis"
"Litchi Chinensis","Tropicos - Missouri Botanical Garden",0.988,"Litchi chinensis"
"Litchi chinesis","Tropicos - Missouri Botanical Garden",0.75,"Litchi chinensis"
"Litchi chinnesis","Tropicos - Missouri Botanical Garden",0.75,"Litchi chinensis"
"Litchi Sp","Tropicos - Missouri Botanical Garden",0.75,"Litchi"
"Litchi sp","Tropicos - Missouri Botanical Garden",0.75,"Litchi"
"Litchis","Manual validation",NA,"Litchi"
"Litsea glausescens","Tropicos - Missouri Botanical Garden",0.75,"Litsea glaucescens"
"Lonchocarpus rogosus","Tropicos - Missouri Botanical Garden",0.75,"Lonchocarpus rugosus"
"Lonchocarpus rugusus","Tropicos - Missouri Botanical Garden",0.75,"Lonchocarpus rugosus"
"Luxia capitata","Tropicos - Missouri Botanical Garden",0.75,"Nuxia capitata"
"Luxia Capitata","Tropicos - Missouri Botanical Garden",0.75,"Nuxia capitata"
"Maesipsis eminii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Maesopsis Emini","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Maesopsis eminiii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Maesopsis emunii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Maesopsis imini","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis"
"Maesospsis emunii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Makaranga obovata","Tropicos - Missouri Botanical Garden",0.75,"Macaranga obovata"
"Malpigia glabra","Tropicos - Missouri Botanical Garden",0.75,"Malpighia glabra"
"Malpiguia glabra","Tropicos - Missouri Botanical Garden",0.75,"Malpighia glabra"
"Mameyito",NA,NA,"Garcinia intermedia"
"Mangafera indica","Tropicos - Missouri Botanical Garden",0.75,"Mangifera indica"
"mangifera","The International Plant Names Index",0.75,"Mangifera"
"mangifera indica","Tropicos - Missouri Botanical Garden",0.988,"Mangifera indica"
"Mangifera indica L.","Tropicos - Missouri Botanical Garden",0.999,"Mangifera indica"
"Mangifera sp","Tropicos - Missouri Botanical Garden",0.75,"Mangifera"
"Mangifiera","Manual validation",NA,"Mangifera"
"Mango","Manual validation",NA,"Mangifera indica"
"Manguera indica",NA,NA,"Mangifera indica"
"Mangufera indica","Tropicos - Missouri Botanical Garden",0.75,"Mangifera indica"
"Mangufiera indica","Manual validation",NA,"Mangifera indica"
"Manguifera indica","Tropicos - Missouri Botanical Garden",0.75,"Mangifera indica"
"Manguirefa indica","Manual validation",NA,"Mangifera indica"
"Manikara zapota","Tropicos - Missouri Botanical Garden",0.75,"Manilkara zapota"
"Manillar zapota","Manual validation",NA,"Manilkara zapota"
"Marsopsis eminii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Mbul ou albizia adentifolia","Manual validation",NA,"Albizia adianthifolia"
"Measopsis eminii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Melia azedarac","Tropicos - Missouri Botanical Garden",0.75,"Melia azedarach"
"Melletia laurentii","Manual validation",NA,"Millettia laurentii"
"Mellettia laurentii","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Mesopsis emini","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Miletia dragstica","Manual validation",NA,"Millettia drastica"
"Miletia drastica","Manual validation",NA,"Millettia drastica"
"Miletia excelsa","Manual validation",NA,"Milicia excelsa"
"Miletia Laurenti","Manual validation",NA,"Millettia laurentii"
"Miletia laurentii","Manual validation",NA,"Millettia laurentii"
"Miletia lautenti","Manual validation",NA,"Millettia laurentii"
"Miletia lautentii","Manual validation",NA,"Millettia laurentii"
"Milettia laurentii","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Milietia Drastica","Manual validation",NA,"Millettia drastica"
"Milietia excelsa","Manual validation",NA,"Milicia excelsa"
"Milietia Laurenti","Manual validation",NA,"Millettia laurentii"
"Milietia Laurenti.","Manual validation",NA,"Millettia laurentii"
"Milietia Laurentil","Manual validation",NA,"Millettia laurentii"
"Militia Drastica","Manual validation",NA,"Millettia drastica"
"Militia excelsa","Tropicos - Missouri Botanical Garden",0.75,"Milicia excelsa"
"Militia Laurenti","Manual validation",NA,"Millettia laurentii"
"Milletia dragstica","Tropicos - Missouri Botanical Garden",0.75,"Millettia drastica"
"Milletia drastica","Tropicos - Missouri Botanical Garden",0.75,"Millettia drastica"
"Milletia ecxelsa","The International Plant Names Index",0.75,"Milletia"
"Milletia excelsa","The International Plant Names Index",0.75,"Milletia"
"Milletia exelsa","The International Plant Names Index",0.75,"Milletia"
"Milletia laurenti","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Milletia laurentii","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Milletia Laurentii","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Milletia laurentii 15","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Milletia laurentiil","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Milletia soyouxi","Tropicos - Missouri Botanical Garden",0.75,"Millettia soyauxii"
"Milletia ssp","The International Plant Names Index",0.75,"Milletia"
"Milletiaexcelsa","Manual validation",NA,"Milicia excelsa"
"Millicia excelsa","Tropicos - Missouri Botanical Garden",0.75,"Milicia excelsa"
"Millitia laurentii","Manual validation",NA,"Millettia laurentii"
"Millittia laurentii","Tropicos - Missouri Botanical Garden",0.75,"Millettia laurentii"
"Mocaranga obovata","Tropicos - Missouri Botanical Garden",0.75,"Macaranga obovata"
"Moesopsis","Manual validation",NA,"Maesopsis eminii"
"Moesopsis eminii","Tropicos - Missouri Botanical Garden",0.75,"Maesopsis eminii"
"Muntingia calabura L.","Tropicos - Missouri Botanical Garden",0.999,"Muntingia calabura"
"Muntungia calabura","Tropicos - Missouri Botanical Garden",0.75,"Muntingia calabura"
"Musa  paradisiaca","The International Plant Names Index",0.988,"Musa paradisiaca"
"Musa × paradisiaca","Tropicos - Missouri Botanical Garden",0.988,"Musa paradisiaca"
"Musa sp","Tropicos - Missouri Botanical Garden",0.75,"Musa"
"Musanga cecioprodes","Tropicos - Missouri Botanical Garden",0.75,"Musanga cecropioides"
"Musanga cecoprodess","Tropicos - Missouri Botanical Garden",0.75,"Musanga"
"Myristica fatua Houtt","Tropicos - Missouri Botanical Garden",0.988,"Myristica fatua"
"Myristica philippinensis Lam.","The International Plant Names Index",0.988,"Myristica philippinensis"
"Naranja",NA,NA,"Citrus"
"Nectandra membranacea (sw) Griseb","Tropicos - Missouri Botanical Garden",0.988,"Nectandra membranacea"
"Nectandra membranacea (sw). Griseb","Tropicos - Missouri Botanical Garden",0.988,"Nectandra membranacea"
"Nectandra sinuata.","Tropicos - Missouri Botanical Garden",0.75,"Nectandra"
"Nexia capitata","Tropicos - Missouri Botanical Garden",0.75,"Nuxia capitata"
"Nuxa capitata","Manual validation",NA,"Nuxia capitata"
"Ochorma pyramidale","Tropicos - Missouri Botanical Garden",0.75,"Ochroma pyramidale"
"Ochroma piramidale","Tropicos - Missouri Botanical Garden",0.75,"Ochroma pyramidale"
"Ocotea sp","Tropicos - Missouri Botanical Garden",0.75,"Ocotea"
"Ocotea sp.","Tropicos - Missouri Botanical Garden",0.75,"Ocotea"
"Oncoba welwetshi","Tropicos - Missouri Botanical Garden",0.75,"Oncoba welwitschii"
"Ongonkea gore","Tropicos - Missouri Botanical Garden",0.75,"Ongokea gore"
"Onkoba welwetshi","Manual validation",NA,"Oncoba welwitschii"
"Pachira quatica","Tropicos - Missouri Botanical Garden",0.75,"Pachira aquatica"
"Pachytrophe obovota","Tropicos - Missouri Botanical Garden",0.75,"Pachytrophe obovata"
"Paramacrolobium coelucum","Tropicos - Missouri Botanical Garden",0.75,"Paramacrolobium"
"Parkia bikolor","Tropicos - Missouri Botanical Garden",0.75,"Parkia bicolor"
"Parmentiera aculeata (kunth)seem","Tropicos - Missouri Botanical Garden",0.988,"Parmentiera aculeata"
"Pennyaclethra macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclenthra","Manual validation",NA,"Pentaclethra"
"Pentaclenthra macrophyla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra macrophila","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra Macrophila","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra macrophyla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra maCrophyla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra macrophyllia","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra macrphylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentaclethra mactophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentacletra","Manual validation",NA,"Pentaclethra"
"Pentacletra macrophilla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentacletra macrophyla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentacletra macrophylia","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentacletra macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentacletrha macrophylia","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Pentacrethra macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Penthacletra macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Penyacletra macrophylla","Tropicos - Missouri Botanical Garden",0.75,"Pentaclethra macrophylla"
"Percea americana","Tropicos - Missouri Botanical Garden",0.75,"Persea americana"
"Percia americana","Manual validation",NA,"Persea americana"
"pericopsis elata","Tropicos - Missouri Botanical Garden",0.988,"Pericopsis elata"
"Pericopsis eleta","Tropicos - Missouri Botanical Garden",0.75,"Pericopsis elata"
"Persea  caerulea","Tropicos - Missouri Botanical Garden",0.988,"Persea caerulea"
"Persea Americana","Tropicos - Missouri Botanical Garden",0.988,"Persea americana"
"Persea americana mill.","Tropicos - Missouri Botanical Garden",0.999,"Persea americana"
"Persea americana Mill.","Tropicos - Missouri Botanical Garden",0.999,"Persea americana"
"Persea cacrulea","Tropicos - Missouri Botanical Garden",0.75,"Persea caerulea"
"Persia americana","Tropicos - Missouri Botanical Garden",0.75,"Persea americana"
"Persra americana","Tropicos - Missouri Botanical Garden",0.75,"Persea americana"
"Philippia florieunda","Tropicos - Missouri Botanical Garden",0.75,"Philippia floribunda"
"Phyllanthron madagascariensis","Tropicos - Missouri Botanical Garden",0.75,"Phyllarthron madagascariensis"
"Pictodenastrum africanum","Manual validation",NA,"Piptadeniastrum africanum"
"Pictodienastrum africanum","Manual validation",NA,"Piptadeniastrum africanum"
"Pinus kessia","Tropicos - Missouri Botanical Garden",0.75,"Pinus"
"Pinus ocarpa","Tropicos - Missouri Botanical Garden",0.75,"Pinus oocarpa"
"Pinus oocarpa schil de var","Tropicos - Missouri Botanical Garden",0.988,"Pinus oocarpa"
"pinus patula","Tropicos - Missouri Botanical Garden",0.988,"Pinus patula"
"Pinus sp","Tropicos - Missouri Botanical Garden",0.75,"Pinus"
"Pinus spp","Tropicos - Missouri Botanical Garden",0.75,"Pinus"
"pinus sylvestris",NA,NA,"Pinus sylvestris"
"Piptedeniastraum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptideniastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodenasthrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodenastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodeniastrum","Manual validation",NA,"Piptadeniastrum africanum"
"Piptodeniastrum  africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodeniastrum afrcanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodeniastrum afrianum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodeniastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodeniastrum Africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"piptodeniastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodeniastrum.africanum","Manual validation",NA,"Piptadeniastrum africanum"
"Piptodenuastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piptodienastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Pipyodeniastrum africananum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Piscidia sp.","Tropicos - Missouri Botanical Garden",0.75,"Piscidia"
"Pisidium goajava","Tropicos - Missouri Botanical Garden",0.75,"Psidium guajava"
"Pitodeniastrum africanum","Tropicos - Missouri Botanical Garden",0.75,"Piptadeniastrum africanum"
"Planatis occidentalis","Manual validation",NA,"Platanus occidentalis"
"Platano","The International Plant Names Index",0.5,"Platanos"
"Platanus Mexicana Moric",NA,NA,"Platanus mexicana"
"Platanus mexicana moric","Tropicos - Missouri Botanical Garden",0.988,"Platanus mexicana"
"Platus mexicana moric",NA,NA,"Platanus mexicana"
"Platymiscium dimorpandium","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium dimorphandrum"
"Platymiscium dimorphadrum","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium dimorphandrum"
"Platymiscium dimorphandrum,","Tropicos - Missouri Botanical Garden",0.988,"Platymiscium dimorphandrum"
"Platymiscium yucatanum Standl.","Tropicos - Missouri Botanical Garden",0.999,"Platymiscium yucatanum"
"Platymisciun dimhorphan donn.sm.",NA,NA,"Platymisciun dimhorphan"
"Platymisciun dimorphandrum","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium dimorphandrum"
"Platymissium  dimorphandrum","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium dimorphandrum"
"Platyniscium dimorphandrum","Tropicos - Missouri Botanical Garden",0.75,"Platymiscium dimorphandrum"
"Populis",NA,NA,"Populus"
"PopulUs",NA,NA,"Populus"
"Populus sp","Tropicos - Missouri Botanical Garden",0.75,"Populus"
"Presea cuerulea",NA,NA,"Persea caerulea"
"Priora balsamifera","Tropicos - Missouri Botanical Garden",0.75,"Prioria balsamifera"
"Prioria Balsamifera","Tropicos - Missouri Botanical Garden",0.988,"Prioria balsamifera"
"Prioria balsimifera","Tropicos - Missouri Botanical Garden",0.75,"Prioria balsamifera"
"Prioria balsimirae","Tropicos - Missouri Botanical Garden",0.75,"Prioria"
"Prioria balzamifera","Tropicos - Missouri Botanical Garden",0.75,"Prioria balsamifera"
